Model,R² Train,R² Test,Q² Train,Q² Test,RMSE Train,RMSE Test,MAE Train,MAE Test,Best Params
TopModel_Seed_9,0.94576324977268,0.8521740677312994,0.7825305848767845,0.7251060593006546,0.3214175137401359,0.5384264288533607,0.22348297231185085,0.42113600270455387,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200}"
