Smiles,naAromAtom,nBondsD,nAcid,SaasC,SpMax3_Bhm,ETA_EtaP,SpMax1_Bhm,MDEO-11,SpMax4_Bhm,MLFER_S,maxHBa,ATSC4c,SpMax4_Bhv,VPC-4,ATSC8c,VE3_Dzs,AATS6s,VE1_Dzs,minHsOH,gmin,GATS2c,minwHBa,CrippenLogP,SpMax5_Bhv,VE3_Dzv,GATS6m,ATSC2m,ATSC8m,VC-5,MDEC-33,maxHssNH,AATS6v,SpMin6_Bhm,AATS8e,GATS8m,maxHBd,IC3,AATS7s,hmin,SpMin5_Bhm,SssssC,ndsN,ATSC1m,SCH-6,GATS5m,ETA_Beta,SpMin4_Bhm,AATSC5s,ATSC7p,apol,pIC50,Predicted_pIC50
CC[C@@H](CCO)N1[C@@H]([C@H](C[C@](C1=O)(C)CC(=O)O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,-0.8394605369481851,0.32426838656372,1.147602843917827,-0.7703660157459702,-0.4516270214821401,0.4648260333973245,-0.4762525119920656,0.6706922058931694,-1.6084046602375133,-0.7892061739488281,-0.225395206407095,-0.1318001224525999,-1.0392693125522547,-0.3371990037125887,-0.3145148296988689,-0.1473420657175645,-0.7045960999279842,-0.6697993821379116,0.7047688150125959,0.4566561320102376,-1.2221573648359652,-0.8847359841291406,-0.3859685986302038,-1.0123943669711348,0.1066004571015174,-0.1247304767561053,-0.4529880742317523,0.4703149629594647,-0.5153497527854671,-1.011252821616036,-0.7668755972571919,-0.9827733493724607,-0.0972016657440463,-0.2362141232452183,0.348438831557035,0.5731270666664527,0.0453175994393985,-0.757712217268939,0.1347733342082329,-0.4405301219594524,0.025328030154387,-0.4453480022077192,-0.8514881262143398,-1.4616695904183243,-0.1772768673364524,-1.1119903171499483,0.3236643077401759,0.5244824714244376,-0.4847627326018419,-0.5324717886618772,8.0,7.77643369003952
CC(C)S(=O)(=O)C[C@H](C1CC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,0.5281675340791524,-0.6403538499632889,1.147602843917827,0.7954495586110263,0.6287153389949861,0.4776353445048152,0.6573022794072426,1.703379963207191,0.9366064005295464,0.2230250655198205,0.0637551014776934,-0.3315185054586372,0.8088039543829202,1.0529180335101218,-0.6564212037065992,1.33499876815197,-0.2253433251130331,2.3155080050025103,0.8574955847897504,-1.9425815695883517,-1.1106649291942818,-0.983238328052622,0.6083268908764107,1.538997666281319,-0.4462021025899094,-0.0762331518531723,-0.539632478508837,0.5144018621706015,1.420596298044713,-0.3186856222765499,-0.7668755972571919,-0.1560688739798391,-0.220197173762549,0.0632213283024373,-0.1833771687241607,0.3827575595568845,-0.1139342327773283,-0.5456449071772752,-0.304259460757208,0.2563667484184692,-0.0618367406315562,-0.4453480022077192,1.844259116422623,-0.6149661713124048,0.1741609184144376,-0.0600540663442914,0.1605957093057817,0.319851622185389,-2.1874692553096677,0.1114698811708033,10.0,9.933376571475364
C1CC(CCC1NC(=O)[C@H]2[C@@H]([C@@]3(C4=C(C=C(C=C4)Cl)NC3=O)C5(N2)CCC(CC5)(F)F)C6=C(C(=CC=C6)Cl)F)O,-0.8394605369481851,0.32426838656372,-0.7808828289898957,-0.7703660157459702,-0.2379548349054088,1.204034669613533,-0.3425671337069165,-0.3774270966344741,-0.1402152892854868,0.0782929730273924,1.12284801220457,0.3395031407404947,0.51475138892009,1.288046756220069,0.1943474544143229,0.3865435965480701,1.8190078372536331,0.0128510420900804,0.5139707401997169,-0.6086623796841223,-0.5291726093223555,0.193055413101836,-0.3243478936745819,0.3554478146466315,0.7921200732481883,-0.3365099357106116,-0.4226466083761846,-1.3262528662116215,1.3134552616919308,0.2865449405474499,0.9969514968205346,-0.0209430935147458,-0.2693743435651977,1.5613810597875,1.4337468761632512,-0.014423172788636,0.5537690547631718,1.9429685743412304,0.1021425797217709,0.0176607926315749,-3.3290217306355783,-0.4453480022077192,-0.7892627195582634,1.1921862512257444,-0.2369405591920744,-0.4192518105218328,0.6520541218293694,-1.0260001957750453,0.6553051410213856,0.0631913312741414,7.387216143,7.324310941402949
C[C@@H]([C@H](C1CC1)N2[C@@H]([C@H](C[C@](C2=O)(C)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl)O,-0.8394605369481851,0.32426838656372,1.147602843917827,-0.7703660157459702,-0.2313540108931646,0.6243298030140818,-0.4715949584651645,0.7866613246664154,-0.213311597520551,-0.7847391340570865,-0.1157481369575561,-0.8333328889890886,0.2932905775164277,-0.0501788757408074,1.2479678839824129,-0.22121877762123,-0.8826189990692671,-0.6896233174630365,-0.2431989443506072,0.4404489432039212,-1.199582622966778,-0.8944819636915383,-0.3870141249072874,-0.6955441375228519,-0.244309046966909,-0.548557778668499,-0.5718612637878984,1.443544284053669,-0.0820723528454037,-0.084105658829175,-0.7668755972571919,-0.8117208652080057,-0.7522732919105698,-0.7907089891339556,-0.2701463286096261,0.5119978189404433,0.0517252178785381,-0.541426211039783,-0.0064494261783002,-0.9670384100838844,0.0039386696965534,-0.4453480022077192,-0.7585212989649532,0.0499237483893528,-0.0321302746791511,-1.0093623902420794,-0.1999290353382123,1.0192191242474713,-1.5926497997816007,-0.4351826990248186,7.096910013,7.354190351362248
CC[C@@H](CN1CCOCC1)N1C(=O)[C@@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,0.5281675340791524,-1.1226649682267935,1.147602843917827,0.9332668322495828,-0.5920979488309314,-0.1898411495094432,-0.4502688982647663,0.2372937209997085,-0.7626057747921228,-0.5202903724659831,-0.1726081104160731,-0.5042108670914011,-0.5624985434412931,-0.7936712573643793,0.7025869329967378,0.1465974070098551,-1.1646906137570592,-0.3736117044089645,1.0634484084304323,0.5054762078601067,0.6781385495996517,-0.784189106009421,-0.6736843610051788,-0.2589237189201828,0.6160031350155352,-0.0121367210038429,-1.296066141560135,0.3773813492860909,-0.8831966751989879,-0.4480494635917241,-0.7668755972571919,-0.7831694335279312,-0.1483772603750948,-0.1639166196516821,-0.1805272185518483,0.6208785997391615,-0.0807526949268397,-0.971813986352206,0.0283358792297226,0.8749663277468989,0.7639290296439762,-0.4453480022077192,-0.34247954607994,-0.9231863478044624,-0.5059673586568163,-0.3935948287948655,0.2615137522711606,1.4249798096565949,0.5474909772629613,-0.1665111943651139,7.15490196,7.43378985000123
C1=CC=C2C(=C1)C3=C(C(N4C(=NC=N4)N3CCCC(=O)O)C5=CC=C(C=C5)Br)C(O2)C6=CC=C(C=C6)Br,-0.8394605369481851,1.5300461822224811,1.147602843917827,-0.7703660157459702,0.9512910671551796,-0.2903663953747524,4.043942696074444,-0.2160054301667742,0.3935983842268272,0.1765678506457077,-1.8541028476727528,0.1463075469056321,-0.1058164519568798,-0.7951534085196966,-0.7398933341336709,-0.0610326803084195,-0.5764730658504919,-0.4979426414272435,1.443767355696696,0.5637911630098251,-0.5479709577881166,-0.5752785190573962,0.3560152620591827,0.2275015008359318,0.477652757003926,-3.0683008773878315,-0.9667241305970244,1.9225340570864056,-0.902291975537614,0.4220230935298541,-0.7668755972571919,1.6437570368653562,-1.071024501062042,-0.651984114768351,-1.31629674884365,1.0606003851615906,0.022100342814543,-0.2265087032623042,-1.705676285786501,-0.1988089957209751,0.7639290296439762,2.8847915366888084,-0.831953360435423,-0.1543907964565051,-3.611471014148736,0.1452017874714465,0.228515855377358,-0.545685685043373,0.4661028813898722,-0.2643491934681367,6.187086643,6.217803135429648
CC1(C)NC(=O)N(C[C@H](C2CC2)N2C(=O)[C@@](C)(CC(=O)O)C[C@H](c3cccc(Cl)c3)[C@H]2c2ccc(Cl)cc2)C1=O,0.5281675340791524,-0.6403538499632889,1.147602843917827,0.785086241195005,-0.0036981101575612,0.4392074111823428,-0.4418254964002921,1.353178082429921,0.6774663570458413,-0.9232173707010762,0.1793241752156471,-0.9111127491358144,0.5576977008863079,0.924630999965232,1.5969254536535022,-0.3589580692101992,-0.7418176099674967,-0.6211421542348063,0.8366004637406368,0.3784524189693378,-1.3780306215507778,-1.000059458282648,-0.4199482026354244,1.5410992847649725,0.2518205479009622,-0.399044404339324,0.4744612875702149,0.4341104904729144,0.5470039520187925,0.0434664416616919,1.2406002521340211,-0.1076968496942945,-0.1538151861983267,-0.086967345135152,-0.1193552116662386,0.358598784401511,0.3510539363535808,0.09831065464379,-0.3859128861789236,0.7231476651600309,-0.8323420174614636,-0.4453480022077192,-0.4520769234880109,1.0252618026496183,0.1588025835559165,0.2734866961062827,0.1973207139983983,-0.3367616939096257,0.6121571514289595,0.2673535361574553,8.15490196,8.258228703174188
COc1nc(N(C)C)ncc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1)N(c1cccc(Cl)c1F)C2=O,1.781826599187545,-1.3638205273585458,-0.7808828289898957,1.1699840795697158,0.6383353835171396,-1.3628398910136832,-0.2736409147040928,-0.9370723834131268,0.5770020660427935,0.2730559123073265,0.7569864666727608,1.486231317923698,0.1305710087381369,-0.547131669761148,-0.4417954194415382,-0.3176019002105224,0.5752355182851171,-0.6381173413613035,-1.083273594061667,0.7096780576265045,1.4228649125285573,0.3526721018336761,1.462365030312244,-0.4598666943188988,-0.9189866016681812,0.3322183445538371,1.2620647364666224,0.7829537416324072,-0.0779183852583815,1.5023746350583786,-0.7668755972571919,0.8776012960989508,-0.3671902944333626,-0.1287110684455752,-1.0360616115757495,-1.8611445508996245,-0.3406663990337394,1.0144259624566996,0.969612967360344,0.0360446703638477,0.7639290296439762,-0.4453480022077192,-0.1398081145112731,0.607483501324062,-0.3614171900452916,1.145824074823169,0.0298333427283185,0.6651549992856496,-0.0030796279968915,-0.2391768023602766,9.508638306,9.149036492935512
CC1=C2C(=CC=C1)C(=O)N(C2(C3=CC=C(C=C3)Cl)OCC4(CC4)CO)CC5=CC=C(C=C5)[N+](=O)[O-],-0.8394605369481851,1.0477350639589769,-0.7808828289898957,-0.7703660157459702,-0.2979028460988531,-0.816105077351774,-0.433392098349371,0.1774143094253319,0.5683645381974255,-0.4077209671940946,-0.2627478475521438,0.4871380746250105,1.1289092108577714,-0.4805895526960022,-0.1447667217757976,-0.94948579638348,-0.3114647138841626,-0.9131612223330056,0.6149322263608236,0.3568668430927918,0.4590113460961859,0.7499922436577307,-1.3552890791929808,-0.5812151941635202,0.0356113842639032,0.2542301627754,-0.7172046452437217,-0.143852593802239,-0.6869632298346124,-1.5154220312459177,-0.7668755972571919,1.0258734674763823,-0.6603283362292842,-0.9387196051699216,0.1396621181610172,0.1023077060507569,-0.12086708969264,-0.536088148395164,-2.8346948974527035,-0.659750394859895,-0.3144694424122055,-0.4453480022077192,-0.269127599362685,0.1756728481277979,0.0427901472235526,-0.1883389749791276,-1.028383310358688,-0.7615412210267326,-0.6077065057688471,-0.5006965086517118,6.562249437,6.4709497566843375
C[C@@]1(C[C@@H]([C@H](N(C1=O)[C@H](CS(=O)(=O)C(C)(C)C)C2CC2)C3=CC=C(C=C3)Cl)C4=CC(=CC=C4)Cl)CC(=O)O,-0.8394605369481851,0.8065795048272245,1.147602843917827,-0.7703660157459702,0.4811253098336593,1.3696646314990892,0.6700568879900711,1.703379963207191,0.9277024724203948,0.1872887463858876,0.1142082692926345,-0.4040922029290008,0.8636043151133506,2.066484351425472,-0.3861653263137642,1.3197146172655283,-0.2751233048818894,2.224553901754653,0.8221024805941883,-2.0362453418690216,-1.0670414406077433,-0.9879140539337165,0.8632392663078845,1.5235413565639415,-0.5923355005551628,-0.049212319231554,0.7210516781353012,0.8248868894631673,4.05479469905908,-0.5887717548160264,-0.7668755972571919,-0.1010805761042773,-0.2074240879832925,-0.1205958830217552,-0.3854702118795092,0.3418363299405784,-0.3528362192913258,-0.571332834083147,-0.4236926860593206,0.3428512517284826,-0.66781422922301,-0.4453480022077192,1.9249209965859344,-0.6149661713124048,0.1154553479262985,-0.4192518105218328,0.520847250477174,0.4002556690421456,-2.91739279614185,0.2824767934741847,7.742321425,8.509828441656486
COc1cc(C(=O)O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@@]2(C(=O)Nc3ccncc32)[C@H]1c1cccc(Cl)c1F,1.211981569592821,-0.8815094090950412,1.147602843917827,-0.0770014118131206,0.0825092631476603,-0.3428845709154657,-0.3752304165204591,0.3118522155793163,-0.426529447617783,0.5294640020932949,1.0825354813089108,-0.3852529943332183,0.0553893397715074,0.5188188967321957,-0.7477835548280138,-1.934463442045513,1.7391743647275617,-0.9964173216217088,1.530292253570494,0.2662782965342771,-0.2036350689966838,-1.2568206791134229,0.0840477392327811,0.4507649185632054,0.4512380398623365,0.5717601896684633,0.4513529066330015,-0.5691152554927662,0.584247357117506,1.3508067253410767,1.4090070158738035,0.057326236494889,0.7347373791951733,0.6653701801554791,0.3292399711825032,1.1606397937949,1.0859080603192572,1.1195915827346603,0.5499551230890627,0.0156200119676486,-0.4120408736866132,-0.4453480022077192,-0.6271673313889987,0.8366190615083752,0.9004260412813373,0.9149112392804636,0.672222836671835,-0.6082558530383522,0.3706969214473745,0.1278664647260501,7.283996656,7.456358064794869
CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CO)C(N)=O)[C@@H](C)O)[C@@H](C)O,2.1237336169443792,2.012357300485986,1.147602843917827,-0.3297186568197937,-0.2992858489588449,2.6485908065965806,-0.3984492756070694,-0.9370723834131268,0.952922901102036,9.92275548644755,0.5548848385351915,-8.699679110687853,1.1963121759145254,2.378094003643596,6.144830042889822,-3.7095546695544375,1.4715639547728088,-0.7551350439806419,-0.1127824865253314,-0.0014919354063113,-0.5722994367058543,-1.8213916533416783,-6.740030391361087,1.7679746156318408,-4.55017807179039,2.099159899187286,0.179871829996348,1.325044860983966,0.2821406622773943,-2.9186305218314925,1.765384002286913,-1.3580860684909566,2.861300029621629,1.2433994575956826,-0.8551289861437664,1.127881699020035,3.3620946516274435,1.8085277992232085,-0.9104103134451834,2.191442116759104,0.7639290296439762,-0.4453480022077192,-1.5781167610725175,0.3756021015722874,1.1888775303425738,7.893610269015553,1.3132434957662211,3.3619130436658384,0.9273950099818258,8.23245132593717,7.356547324,7.5105838099188045
