Smiles,naAromAtom,nBondsD,nAcid,SaasC,SpMax3_Bhm,ETA_EtaP,SpMax1_Bhm,MDEO-11,SpMax4_Bhm,MLFER_S,maxHBa,ATSC4c,SpMax4_Bhv,VPC-4,ATSC8c,VE3_Dzs,AATS6s,VE1_Dzs,minHsOH,gmin,GATS2c,minwHBa,CrippenLogP,SpMax5_Bhv,VE3_Dzv,GATS6m,ATSC2m,ATSC8m,VC-5,MDEC-33,maxHssNH,AATS6v,SpMin6_Bhm,AATS8e,GATS8m,maxHBd,IC3,AATS7s,hmin,SpMin5_Bhm,SssssC,ndsN,ATSC1m,SCH-6,GATS5m,ETA_Beta,SpMin4_Bhm,AATSC5s,ATSC7p,apol,pIC50
C1CC1CN2[C@@H]([C@H](C[C@@H](C2=O)CC3=NNN=N3)C4=CC(=CC=C4)Cl)C5=CC=C(C=C5)Cl,-0.8394605369481851,0.5654239456954723,3.0760885168255494,-0.7703660157459702,-0.4591111056008782,-0.5774063494965295,-0.4813538445855003,-0.9370723834131267,-0.16739913706498627,-0.46400566983003905,-0.341763395895709,-0.4209360898038536,0.07503454179186846,-1.2799676177355468,0.49071762071049274,-0.07389815215409218,-0.9202331288906186,-0.6478515737156761,-1.083273594061667,0.9516552465378393,0.13285797752028214,1.5498169286852252,-1.262838418141853,-0.10639278936225369,0.22262865963322373,0.020322728442213348,-1.516169305079484,0.2004128977927754,-1.0617963889883912,-0.5757236383527493,3.1775845958124207,-0.4167973905062316,-0.7522732919105698,-0.27240563720698907,0.9103858014878369,1.543881057463607,-0.5453543362882387,-1.2908081548003845,0.495415754486622,-1.1897416742924838,0.7639290296439762,4.549861306137072,-0.2679304163220644,-0.2455575898758852,-0.45233330505753233,-0.9323914450611775,-1.6708059653723224,0.5410786485192791,0.5716792912677838,-0.8379793196075211,6.721246399
C1=CC=C2C(=C1)C(=O)N(C2(C3=CC=C(C=C3)Cl)OCCCCO)CCC4=CC=C(C=C4)[N+](=O)[O-],-0.8394605369481851,1.0477350639589769,-0.7808828289898957,-0.7703660157459702,-0.2381538167474535,-1.2312381425484602,-0.4532436703487809,0.06888828602199107,-1.9152871915817167,-0.44971114217646585,-0.4268099567798328,0.44102544011206846,-1.4938849211002223,-1.3915648307241244,-0.4869803732311845,0.03346033613727428,-0.8096476740205312,-0.49677277733839,1.2271266575091933,0.4117122772483449,0.4396206883036166,0.8416167018281546,-1.1239794594666719,-0.4126189758345775,0.1594353204025939,-0.12107998442783857,-1.329492590757144,-0.11281897597980065,-0.8587199192536048,-1.9838836892493747,-0.7668755972571919,-0.1275537077299414,-0.7000426601127814,-0.500336356511169,0.5005857602818459,0.8101221082129614,-0.2538552187061279,-0.623363059322555,-2.021531453997527,0.11602174893102411,-0.03398640872547535,-0.44534800220771925,-0.34336114186813965,-0.02350529239951144,0.6884131261197123,-0.2909669018869966,0.3196757390835825,-1.4954898027497348,1.0316665484086198,-0.5979855982887712,5.494850022
CC[C@@H](CN1C=CC=CC1=O)N2[C@@H]([C@H](C[C@](C2=O)(C)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,-0.8394605369481851,1.0477350639589769,1.147602843917827,-0.7703660157459702,-0.3511883124797442,0.23548367191624678,-0.47559283346534686,0.5758343786591609,0.34175767218040254,-0.21117121195746366,0.023986815470068933,-0.7806288149523938,0.45991621009846506,-0.07417789234826455,0.9586509503169875,-1.1828494621712125,-0.7952620878399672,-0.9353760928653209,0.9177984154196818,0.4208059268545009,-0.9672937890561344,-0.9277180989777178,-0.13629692366261223,0.1508105432647921,0.4122505657192442,-0.018989934906797647,-0.4031856720210841,0.3707565599250066,-0.380435586694006,-0.7896773591857215,-0.7668755972571919,-0.3514802749815118,-0.04181970247978966,-0.2604559624975661,0.1570608949821511,0.4524792196035911,0.8794106168281489,-0.30285212980967435,-0.009972665726699508,1.0589619909056462,-0.02198510784425762,-0.44534800220771925,-0.5232746988479764,-1.0467084206493258,-0.04595184701685149,-0.26530992016002936,0.5371761858803987,0.45890752744857,0.9631245434987574,-0.04565083775731802,7.096910013
O=C(O)c1ccc(NC(=O)[C@@H]2NC3(CCCCC3)[C@@]3(C(=O)Nc4cc(Cl)ccc43)[C@H]2c2cccc(Cl)c2F)cc1F,1.211981569592821,-0.8815094090950412,1.147602843917827,-0.20249130707090712,0.16853499856668744,-0.5250552519267833,-0.32205116785790067,0.31185221557931636,0.9130603457221299,0.534824449963385,1.1340870745972784,1.3627128776107778,0.6459846989881284,0.9206696384699334,-0.20812981474765704,-1.3117460585814325,1.9926877064877049,-0.9155894751943815,1.6638951071546424,0.21527529600110132,-0.955886778380646,-1.823820237934768,0.5771440696623888,0.25659211573481056,0.640836816722649,-0.42777898276414855,-0.690808468081072,-1.3142069677782116,1.494820040160839,0.9776331851208777,1.4504351864873335,0.1811365588439408,0.05534926475839078,1.1571827649357478,2.055366068368103,1.3151103657657022,0.6685301627042076,0.6332720733701447,0.1354089990361467,-0.0036865451502038856,-0.7753054407762713,-0.44534800220771925,-0.9618613505376603,1.244951365990751,0.47369674157040775,0.9662252027343982,0.9403752610439485,-2.303370868420407,1.2308039943761955,-0.010271052253991405,8.142667504
CC(C)(C)C[C@@H]1N[C@@H](C(=O)Nc2ccc3cc(C(=O)O)ccc3c2)[C@H](c2cccc(Cl)c2F)[C@@]1(C#N)c1ccc(Cl)cc1F,1.6678575932686004,-1.1226649682267935,1.147602843917827,-0.3121129739781435,0.8206189803135372,-0.46735765928608514,-0.3747731836714847,-0.1972680958206383,0.7324187947033848,0.7009983339361728,1.1016475662722407,0.13565457330041994,0.39734961150376513,0.6427790262145697,-0.5280122698301855,-2.5620825922590797,1.7598334130788347,-1.023760063493244,1.5275212067100927,0.11563156254304566,-0.823309053904331,-1.053725186963265,1.791385615171258,0.7916229422180815,0.27986823354278073,0.17153396345922314,0.2738899874104699,-2.02504523448306,0.3284809120925962,1.1768774745439732,1.163092822745379,0.5254908864551435,0.5507755587565282,1.561137227910258,1.3718692134296961,1.1574359311377715,0.8485412735016058,2.1807141110741965,0.49179154772568445,0.3805988728878204,-0.6550195150205818,-0.44534800220771925,-0.8635540908393449,-0.06594939165821423,-0.04835642960102845,1.581992764181612,0.9530860345341204,-0.7153657634829265,0.15486291886833392,0.4819880823718206,7.657577319
C[C@]1(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](CS(=O)(=O)N2CCOCC2)C2CC2)C1=O,0.5281675340791524,-0.6403538499632889,1.147602843917827,0.7833589208668483,0.6287211203136008,0.40712844075662635,0.6556251513405184,1.7033799632071913,0.938610691415987,-0.018195088634226374,0.1729858449825032,-0.25429553651415276,0.7317993287263461,0.6475385567380249,-1.2989635170666873,1.1559252450984818,-0.24810589718892423,1.60845151359542,0.8194283353435633,-2.129241959238971,-0.10301010757923072,-0.9998899998771817,-0.8880825931996584,1.5321993635847273,0.2921329961800573,-0.07876506327898977,-1.1222946018143813,0.1943508180066594,0.41064587417039716,-0.5887717548160264,-0.7668755972571919,-0.24940439754903723,-0.20780996701576585,0.5281402713275055,-0.11008138696735544,0.3387445041650392,0.23972081896353914,-0.5545402656332485,-0.4493166097389625,0.4426356368224624,-0.08175850178296062,-0.44534800220771925,2.288738785272477,-0.10674460286597215,0.3533331856245683,0.17085876919841375,0.31267497192548493,0.018371137911874703,-1.9210862858274946,0.35075643241925464,10.01772877
CCN(CC)C(=O)CCNC(=O)N1[C@H]([C@H](N=C1C2=C(C=C(C=C2)OC)OC(C)C)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Cl,-0.8394605369481851,1.288890623090729,-0.7808828289898957,-0.7703660157459702,0.04218963664617829,0.21209275598082858,-0.4595404868503748,-0.6967167318502979,-0.13145517052897845,0.3248735750515291,-0.057001253218310295,1.7309630467685921,-0.4367750752353019,-0.839623587971879,0.7757529333464496,0.6600978623459318,-0.13737913486753547,0.47781329716467047,-1.083273594061667,0.7933576712019124,0.4046617572898372,0.4303410137948876,0.3760174866476408,0.46232453456100453,0.8502447594624357,-0.8861582089210989,0.5557052603182331,0.26161940349729157,-0.9889523450617917,0.4049020825698226,1.0975204898442183,-0.37477576039577853,1.4880854028413224,0.18382946179093562,-1.3744428510025462,-0.2517186446966783,0.14566616359422394,-0.31995437584000974,-0.7202114079618059,0.9528692657512806,0.7639290296439762,1.2197217672405445,-0.037821931160623795,-0.41496477935802945,-0.7240550217180759,0.35045764128718443,0.580204444556945,-0.866369978639679,0.773658733181186,0.7599881735025306,6.187086643
CC(C)(C)C[C@@H]1N[C@@H](C(=O)Nc2ccc(C(=O)O)cn2)[C@H](c2cccc(Cl)c2F)[C@@]1(C#N)c1ccc(Cl)cc1F,1.211981569592821,-1.1226649682267935,1.147602843917827,-0.5514567330601803,-0.12117244265797301,-0.5491701724030594,-0.37660366700527115,-0.0786055540249227,0.6056352809194474,0.6375663674734422,0.994208187286713,0.5359810385064914,0.36629231668687423,0.23700683416478197,-0.644711371877301,-0.996897024014289,1.9141749927855662,-0.8599243121881214,1.6999711991801714,0.10213337375625393,-0.8521379096890019,-1.3041499850757292,0.6424829274408893,0.5819961635860245,0.6308424603482461,-0.03742297250659933,0.3619274248461701,-1.8217201910234604,0.15430747004072826,0.5358585192853703,1.6884228194344348,0.5733326121865588,0.5209161299890203,2.227215656622395,1.2681099726673,1.356821260556919,0.18644406735720723,2.411419260323329,0.7980261625252087,-0.05860637712996023,-0.6824231282277498,-0.44534800220771925,-0.9276747030416178,-0.3286169748382591,-0.17415091817877648,0.9662252027343982,0.9501845613832928,-0.8987558865384636,-0.10248959772132007,-0.05422841878979669,7.638272164
CC(C)C1=C(SC2=N[C@H]([C@H](N12)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Cl)C(=O)N5CCC(CC5)C(=O)N(C)C,-0.8394605369481851,0.8065795048272245,-0.7808828289898957,-0.7703660157459702,0.4726203214672678,0.3844615293620661,-0.25801098804277867,-0.7310532537081498,0.24472968454629393,0.46156499573882237,-0.20118254398214397,-0.08741566769745608,0.4259765367577081,0.30717680858060104,0.723841876547748,0.22612634562710118,-1.397586810486693,-0.22036569583204169,-1.083273594061667,-0.045987486376054994,0.9049129532420231,1.4185958067726483,-0.2022892353642897,-0.2600634693646622,0.476076417974839,1.9784388717335364,1.233940260287146,2.212553338084926,0.24357769689805195,0.42508607772665774,-0.7668755972571919,-0.378675478457812,-0.35427742777000615,-1.561882128197748,-2.51800976566364,-1.8611445508996243,-1.205883761537064,-1.0395957166173986,-0.4404073318212853,0.3188233513959102,0.7639290296439762,1.2197217672405445,0.35338313711317804,0.6662160797440849,1.8908272133674446,-0.2396529384330621,0.5059279015232219,-0.40741233566036955,-0.20501885125278613,0.2213184947789801,5.356547324
C[C@H]([C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N[C@@H](CC3=CC=C(C=C3)O)C(=O)N[C@@H](CC4=CNC5=CC=CC=C54)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N)NC(=O)[C@H](CC(C)C)NC(=O)C)O,-0.8394605369481851,4.906224010067013,1.147602843917827,-0.7703660157459702,-0.4431612416006763,3.0575976795244664,-0.6190363634017393,-0.9370723834131267,0.516131884120969,9.92275548644755,0.5548848385351915,-8.711418301900775,0.7804225008467551,2.378094003643596,6.090563103017274,-3.7011878172189716,1.4715639547728088,-0.7539936013257041,-0.11278248652533147,-0.0014919354063113188,-0.5505273480378775,-1.8213916533416785,-6.740030391361087,1.7669596402789727,-4.578081152086284,2.099159899187286,0.17987182999634807,1.325044860983966,0.28214066227739437,-2.9186305218314925,1.765384002286913,-1.3580860684909566,2.8274623683352416,1.2433994575956826,-0.8551289861437664,1.127881699020035,3.468172004525213,1.8085277992232083,-0.9104103134451834,2.1898907462091146,0.7639290296439762,1.2197217672405445,-1.5781167610725175,0.3756021015722874,1.1888775303425738,7.0212728902986665,1.3104468442204926,3.3619130436658384,0.9273950099818258,8.23245132593717,7.356547324
