Smiles,Set,Actual_pIC50,Predicted_pIC50
C[C@@](CCNC(=O)[C@H]1[C@@H]([C@@]2([C@H](N1)CC(C)(C)C)C3=C(C=C(C=C3)Cl)NC2=O)C4=C(C(=CC=C4)Cl)F)(CO)O,train,5.522878745,5.687819436864654
CC(F)(c1ccccc1C#N)c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,train,9.288192771,9.203525136571846
N=C(N)Nc1cccc(C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)NC(c2ccccc2)c2ccccc2)c1,train,7.142667504,7.401035688295192
COc1nc(N2CCC[C@H](O)C2)ncc1-c1nc2c(n1C(C)C)C(c1ccc(C#N)cc1)N(c1cccc(Cl)c1F)C2=O,train,9.496209317,9.049974627230819
C1CCC2(CC1)[C@@]3([C@H]([C@@H](N2)C(=O)NC4=CC(=C(C=C4)C(=O)O)F)C5=C(C(=CC=C5)Cl)F)C6=C(C=C(C=C6)Cl)NC3=O,train,8.142667504,7.866807514449313
CC1(CC(C1)NC(=O)[C@H]2[C@@H]([C@]3([C@@H](N2)CC(C)(C)C)C4=CC(=C(C=C4NC3=O)F)F)C5=C(C(=CC=C5)Cl)F)O,train,7.455931956,6.978744350403143
CC[C@@H](CCS(=O)(=O)C(C)C)N1[C@@H]([C@H](C[C@](C1=O)(C)CC(=O)O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,train,8.0,8.194384426828877
CC[C@@H](C)Oc1cc2c(cc1OC)CC(=O)N(c1ccc(N(C)CC3CCCNC3)cc1)C2c1ccc(Cl)cc1,train,8.327902142,8.286779546436517
CC(C)(CN1C2=C(C(N3C1=NC=N3)C4=CC=C(C=C4)Br)C(OC5=CC=CC=C52)C6=CC=C(C=C6)Br)O,train,6.431798276,6.24205974456843
C=CC[C@H]1C(=O)N([C@@H]([C@@H](O1)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl)CC4CC4,train,5.853871964,5.719303008120725
C1CCC(CC1)C[C@@H]2[C@]3([C@H]([C@@H](N2)C(=O)NCC[C@@H](CO)O)C4=CC(=CC=C4)Cl)C5=CC(=C(C=C5NC3=O)Cl)F,train,6.0,5.793085482332474
CC1(CC(C1)NC(=O)[C@H]2[C@@H]([C@]3([C@@H](N2)CC(C)(C)C)C4=C(C=C(C=C4)Cl)NC3=O)C5=C(C=CC(=C5)Cl)F)O,train,6.798602876,6.856119748063223
CCCN1[C@@H]([C@H](C[C@H](C1=O)CC(=O)O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,train,6.387216143,6.256247784774875
COc1ccc(C(=O)N2CCOCC2)cc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1)N(c1ccc(F)c(Cl)c1)C2=O,train,9.823908741,9.73608868575456
C[C@H]1CC[C@H](N1C(=O)C2=C(N3[C@@H]([C@](N=C3S2)(C)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl)C(C)C)C(=O)N(C)C,train,7.853871964,7.695733341037377
CCOc1cc(C(C)(C)C)ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCNS(C)(=O)=O)CC1,train,7.337242168,7.919036108103031
CCOc1cc(C(C)(C)C)ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCN(C(C)=O)CC1,train,7.638272164,7.652200245388848
COc1ccc(C2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1,train,7.214670165,7.463466696435603
COc1cc(C(=O)O)ccc1NC(=O)[C@H]1N[C@H](CC(C)(C)C)[C@]2(C(=O)Nc3cc(Cl)sc32)[C@@H]1c1cccc(Cl)c1F,train,7.244125144,7.709923670058993
CC[C@]1(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](CS(=O)(=O)C2CCCC2)C2CC2)C1=O,train,9.698970004,9.682192243236717
COc1cc(C(=O)OC(C)OC(=O)N2CCS(=O)(=O)CC2)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,train,7.920818754,8.08671021992401
CCC(CC)N1[C@@H]([C@H](C[C@H](C1=O)CC(=O)O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,train,6.568636236,6.616352745141809
CC[C@@H](C(=O)OCC)N1[C@@H]([C@H](CCC1=O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,train,6.026872146,5.753609982938759
C1=CC=C(C=C1)C2=CC(=C(N2C3=CC=C(C=C3)Cl)C4=CC=CC=C4)/C=C/5\C(=O)NC(=S)N(C5=O)C6=CC(=CC=C6)Cl,train,6.787812396,6.849494013343741
CC(C)(C)C[C@@H]1N[C@@H](C(=O)NC2CCC(O)CC2)[C@H](c2cccc(F)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,train,7.209714836,7.3634758312856405
CC[C@@H](CN1CCOC(C1)(C)C)N2[C@@H]([C@H](C[C@](C2=O)(C)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,train,8.0,7.957265992764301
CC[C@@H](CNCC(F)(F)F)N1[C@@H]([C@H](C[C@@H](C1=O)CC(=O)O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,train,6.769551079,6.847842232515972
C1CCC(CC1)C2=NC(=C(N2C3=C(C(=CC=C3)Cl)F)C4=CC(=C(C=C4)F)Cl)C(=O)N,train,7.744727495,7.257624833684809
COc1cnc(CC#N)cc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1C)N(c1cc(Cl)cn(C)c1=O)C2=O,train,8.962573502,9.014264200643085
C1CCC(C1)NC(=O)C2=C(SC(=C2C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Cl)N,train,5.168130226,5.321566199503761
CC[C@@H](CN(C)S(=O)(=O)C)N1C([C@H](C[C@](C1=O)(C)CC(=O)O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,train,8.0,8.04119514863789
CC[C@@H](CS(=O)(=O)C(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,train,9.698970004,9.674931703859741
CN1C2=C(C(N3C1=NC=N3)C4=CC=C(C=C4)Br)C(OC5=C2C=CC=C5Cl)C6=CC=C(C=C6)Br,train,5.455931956,5.636833791655818
CC[C@@H](COCC1(CC1)C(=O)N)N2[C@@H]([C@H](C[C@H](C2=O)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,train,6.619788758,6.720241628781484
CC[C@@H](CN1CCOCC1C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,train,8.698970004,8.484033214892175
CC(C)OC1=C(C=C2CC(=O)N([C@H](C2=C1)C3=CC=C(C=C3)Cl)C4=CN=C(C=C4)N(C)CC5CCC(CC5)N6CC(=O)N(C6)C)OC,train,7.943095149,8.001679581299328
CCC(CNCC)N1C(C(CC(C1=O)CC(=O)O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,train,6.30980392,6.476799618605451
CNC(=O)Cn1nc2c(c1C(C)C)C(c1ccc(Cl)cc1C)N(c1cccc(Cl)c1F)C2=O,train,7.943095149,8.001758668775885
C1COCCN1CCNC(=O)C2=C(C3=C(N2)C=C(C=C3)Cl)C4=C(N=CN4CC5=CC=C(C=C5)Cl)C6=CC=CC=C6,train,7.522878745,6.989739765247228
CCOc1cc(C(C)(C)C)ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCO)CC1,train,7.585026652,7.604693337862522
C1=CC=C(C=C1)CNC(=O)C2=C(SC(=C2C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)F)N,train,5.002176919,5.099874478185047
COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc([C@H](C)N3CCNCC3=O)cc1)C(=O)C2,train,8.148741651,7.995414158945668
C1CCN(C1)CC[C@@]2(C[C@@H]([C@H](N(C2=O)CC3CC3)C4=CC=C(C=C4)Cl)C5=CC(=CC=C5)Cl)CC(=O)O,train,7.22184875,7.179288321938705
Cc1cc(Cl)ccc1C1c2c(nn(Cc3ccncc3)c2C(C)C)C(=O)N1c1cccc(Cl)c1F,train,8.207608311,8.110333111121966
C[C@H]1CC[C@H](Cn2c(C3(c4ccccn4)CC3)nc3nc(-c4nc(=O)o[nH]4)nc(-c4cccc(Cl)c4)c32)CC1,train,7.770574152,7.957767881179028
CCCCC(C)(O)C1CCC(N2C(=O)Cc3cc(OC)c(OC(C)C)cc3C2c2ccc(Cl)cc2)CC1,train,8.200659451,8.101142603365071
CC[C@@H](Cn1cc(C(F)(F)F)ccc1=O)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,train,7.920818754,8.011869004386169
CC[C@@H]1CC[C@H](N1C(=O)C2=C(N3[C@@H]([C@](N=C3S2)(C)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl)C(C)C)C(=O)N6CCN([C@@H](C6)C)C,train,7.537602002,7.615398829125304
CC(C)(C)OC(=O)[C@H](C1CC1)N1C(=O)[C@@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,train,8.22184875,8.285714591744242
O=C(O)c1ccc(CNC(=O)[C@@H]2NC3(CCCCC3)[C@@]3(C(=O)Nc4cc(Cl)ccc43)[C@H]2c2cccc(Cl)c2F)cc1,train,8.004364805,7.968093022080654
C1CC1C2=C(SC3=N[C@H]([C@H](N23)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl)C(=O)N6CCNC(=O)C6,train,5.022276395,5.4362274790285445
CC(C)(C)C[C@@H]1[C@]2([C@H]([C@@H](N1)C(=O)NCCC(C)(CO)O)C3=CC(=CC=C3)Cl)C4=CC(=C(C=C4NC2=O)Cl)F,train,6.0,5.932003327626453
CC[C@@H](CO)N1[C@@H]([C@@H](O[C@H](C1=O)CC(=O)O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,train,6.214670165,6.42759749755518
CC1=NC(=CC=C1)NC(C2=CC(=C(C=C2)OC)O)C3=C(C4=C(C=CC=N4)C=C3)O,train,5.37675071,5.371704936383564
CCOC(=O)[C@H](CC)N1C(=O)[C@@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,train,7.22184875,7.372040184020121
COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(C1CCC([C@@](C)(O)C3CCOCC3)CC1)C(=O)C2,train,7.903089987,7.6911860949350634
C[C@@H]1CC[C@H](N1C(=O)C2=C(N3[C@@H]([C@](N=C3S2)(C)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl)C(C)C)C(=O)N6CCNC7(C6)CC7,train,8.022276395,7.889382484697296
COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1cnc(N(C)C[C@H]3CC[C@H](N4CC(=O)N(C)C4)CC3)cn1)C(=O)C2,train,8.366531544,8.25004361442958
CN(C)S(=O)(=O)NC[C@H](C1CC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,train,9.301029996,9.201979637276313
O=C(NC1CCC(O)CC1)[C@@H]1NC2(CCCC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,train,7.378823718,7.4678151679259885
COc1ncc(-c2nc3c(n2C(C)C)[C@H](c2ccc(Cl)cc2)N(c2cc(Cl)c(=O)n(C)c2)C3=O)c(OC)n1,train,9.906578315,9.587109807618008
CC(C)(C)C[C@@H]1N[C@@H](C(=O)Nc2ccc(C(=O)O)cc2)[C@H](c2cccc(Cl)c2F)[C@@]1(C#N)c1ccc(Cl)cc1F,train,7.657577319,7.63273194544544
CCC(CC)N1[C@@H]([C@H](C[C@](C1=O)(C)CC2=NNC(=O)O2)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,train,6.585026652,6.541357178919269
COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N4CC(=O)N(C)C4)CC3)cn1)C(=O)C2,train,8.244125144,8.288143822019334
C[C@@]1(C[C@@H]([C@H](N(C1=O)C2=NC=NC=C2)C3=CC=C(C=C3)Cl)C4=CC(=CC=C4)Cl)CC(=O)O,train,6.468521083,6.536275274332503
CC(C)(C)C[C@@H]1[C@]2([C@H]([C@@H](N1)C(=O)NCCCN3CCN(CC3)C4CC4)C5=C(C(=CC=C5)Cl)F)C6=C(C=C(C=C6)Cl)NC2=O,train,5.0,5.384643295261311
CC[C@@H](CN1C[C@H]2C[C@@H]1CO2)N3[C@@H]([C@H](C[C@](C3=O)(C)CC(=O)O)C4=CC(=CC=C4)Cl)C5=CC=C(C=C5)Cl,train,7.15490196,7.315185182619687
COc1cc(CO)ccc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1)N(c1cc(Cl)ccc1C)C2=O,train,9.920818754,9.613456299801324
COC(C)(c1ccccc1C#N)c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,train,9.361510743,9.165813070916357
COCCn1cc(N2C(=O)c3nn(-c4ccccc4OC)c(C(C)C)c3C2c2ccc(Cl)cc2C)cc(Cl)c1=O,train,9.573488739,9.496668698630073
Cc1cc(Cl)ccc1C1c2c(nn(CCN3CCN(C)CC3)c2C(C)C)C(=O)N1c1cc(Cl)ccc1C,train,9.15490196,8.883315427502357
Cc1cc(Cl)ccc1C1c2c(nn(Cc3ccccc3)c2C(C)C)C(=O)N1c1cccc(Cl)c1F,train,7.616184634,7.754362468452165
C1=CC=C2C(=C1)C3=C(C(N4C(=NC=N4)N3CCCCC(=O)O)C5=CC=C(C=C5)Br)C(O2)C6=CC=C(C=C6)Br,train,6.119186408,6.27843364453893
C1=CC=C2C(=C1)C(=O)N(C2(C3=CC=C(C=C3)Br)OCCCO)CC4=CC=C(C=C4)[N+](=O)[O-],train,5.853871964,5.890863520418157
CC1(CC(C1)NC(=O)[C@H]2[C@@H]([C@@]3([C@H](N2)CC(C)(C)C)C4=C(C=C(C=C4)F)NC3=O)C5=C(C(=CC=C5)Cl)F)O,train,5.301029996,5.9234009173328515
COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc([C@H](C)N3CCN(C(C)=O)CC3=O)cc1)C(=O)C2,train,7.48148606,7.6398108309577335
CCOC1=C(C=CC(=C1)OC)C2=N[C@H]([C@H](N2C(=O)N3CCN(CC3)CCO)C4=CC=C(C=C4)Br)C5=CC=C(C=C5)Br,train,6.853871964,6.667593805806245
CCC(CC)CN1C(=O)[C@@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,train,7.22184875,7.429863499090739
Cc1cc(Cl)ccc1C1c2c(nn(C(=O)N(C)c3ccccc3)c2C(C)C)C(=O)N1c1cc(Cl)ccc1C,train,7.675717545,7.941325048112352
CC[C@@H](CS(=O)(=O)C(C)(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,train,10.0,9.884207144497704
COc1ccc(CNC(=O)CO)cc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1C)N(c1cc(Cl)ccc1C)C2=O,train,10.09691001,9.730712029759044
CC(C)OC1=C(C=C2CC(=O)N([C@H](C2=C1)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)N(C)CC5CCC(CC5)N6CC(=O)NC6)OC,train,8.769551079,8.336995454377247
COc1cc(C(=O)OCOC(C)=O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,train,7.346787486,7.571676496980619
CC[C@H](c1cccc(C(C)(C)O)n1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,train,8.522878745,8.300730933528763
C1CC1CN2[C@@H]([C@@H](O[C@H](C2=O)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,train,5.769551079,5.700126036497625
COCC(C)(F)c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,train,8.423773863,8.378754823675148
C1CC(C1)CN2[C@@H]([C@H](C[C@@H](C2=O)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,train,5.366531544,5.690068920880399
C1CC1NC(=O)C2=C(SC(=C2C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)F)N,train,5.522878745,5.430710883883629
C1=CC=C2C(=C1)C(=O)N(C2(C3=CC=C(C=C3)Cl)OCC4=CC=CC(=C4)CO)CC5=CC=C(C=C5)[N+](=O)[O-],train,6.13667714,6.189623658643346
CCN1C2=C(C(N3C1=NC=N3)C4=CC=C(C=C4)Br)C(OC5=CC=CC=C52)C6=CC=C(C=C6)Br,train,5.744727495,5.805054586587867
Cc1cc(Cl)ccc1C1c2c(nn(CCC(C)C)c2C2CC2)C(=O)N1c1cccc(Cl)c1F,train,7.920818754,8.028586224023014
CC(C)OC1=C(C=CC(=C1)OC)C2=NC(C(N2)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Cl,train,7.045757491,6.531259575793739
CCOC(=O)[C@H](C1CC1)N1C(=O)[C@@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,train,7.397940009,7.535646643720791
Cc1cc(Cl)ccc1C1c2c(nn(Cc3ccccn3)c2C(C)C)C(=O)N1c1cc(Cl)ccc1C,train,8.585026652,8.504290835597672
CC[C@@H](CN(C1CC1)S(C)(=O)=O)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)C1c1ccc(Cl)cc1,train,9.0,8.788523567883495
CC(C)(C)C[C@@H]1[C@]2([C@H]([C@@H](N1)C(=O)N[C@H]3CC[C@@H](C3)O)C4=C(C(=CC=C4)Cl)F)C5=C(C=C(C=C5)Cl)NC2=O,train,6.0,6.056966839049388
CC[C@]1(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](CS(=O)(=O)CC)C2CC2)C1=O,train,9.698970004,9.656447367007896
CC(C)(C)C[C@@H]1[C@]2([C@H]([C@@H](N1)C(=O)NC3CCC(CC3)OC(=O)C(C)(C)N)C4=C(C(=CC=C4)Cl)F)C5=C(C=C(C=C5)Cl)NC2=O,train,6.0,6.022067821939738
COc1ccccc1-n1nc2c(c1C(C)C)C(c1ccc(F)c(F)c1)N(c1cccc(Cl)c1F)C2=O,train,8.48148606,8.372946022847518
C[C@@]1(C[C@@H]([C@H](N(C1=O)C2CCCC2)C3=CC=C(C=C3)Cl)C4=CC(=CC=C4)Cl)CC(=O)O,train,7.522878745,7.300676632905335
CC[C@@H](CNS(=O)(=O)C(C)(C)C)N1[C@@H]([C@H](C[C@](C1=O)(C)CC(=O)O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,train,8.886056648,8.874972630629333
CC[C@@H](CC(O)(C1CC1)C(F)(F)F)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,train,8.0,7.948792856200346
CC(C)OC1=C(C=CC(=C1)OC)C2=NC(C(N2C(=O)CCN3CCOCC3)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl,train,5.417936637,5.591862592037993
CCOC(=O)CCCNC(=O)N1[C@H]([C@H](N=C1C2=C(C=C(C=C2)OC)OC(C)C)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Cl,train,5.779891912,5.753162149431706
O=C1c2cccc(Cl)c2C(OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,train,7.397940009,7.55632834719228
COc1ncc(-c2nc3c(n2C(C)C)[C@H](c2ccc(Cl)cc2)N(c2cc(Cl)cn(C)c2=O)C3=O)c(OC)n1,train,9.677780705,9.70314905110234
C1CCC(CC1)C2=NC(=C(N2C3=C(C(=CC=C3)Cl)F)C4=CC(=C(C=C4)F)Cl)C5=NNN=N5,train,8.522878745,8.161247430832399
O=C(N[C@H]1C[C@H](C(=O)O)C1)[C@@H]1NC2(CCCCC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,train,8.15490196,8.092662824166709
CC[C@@H](CN1CC2CCC(C1)O2)N3[C@@H]([C@H](C[C@](C3=O)(C)CC(=O)O)C4=CC(=CC=C4)Cl)C5=CC=C(C=C5)Cl,train,7.522878745,7.562842605413898
CN1C2=C([C@@H](N3C1=NC=N3)C4=CC=C(C=C4)Br)[C@H](OC5=CC=CC=C52)C6=CC=C(C=C6)Br,train,5.853871964,5.870909438962394
CC1=C(C=C(C=C1)Cl)N2C(C3=C(C2=O)N=C(N3C(C)C)C4=C(N=C(C=C4)OC)OC)C5=C(C=C(C=C5)Cl)C,train,9.657577319,8.54705665705477
CC(C)OC1=C(C=CC(=C1)OC)C2=NC(C(N2C(=O)CCN3CCN(CC3)C)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl,train,5.496209317,5.590443844615831
CC[C@@H](CC(C)(C)O)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,train,7.207608311,7.356899323095334
COCCn1nc2c(c1C(C)C)C(c1ccc(Cl)cc1C)N(c1cc(Cl)ccc1C)C2=O,train,8.356547324,8.481044153550807
C1=CC=NC(=C1)NC(C2=C(C3=C(C=CC=N3)C=C2)O)C4=C(C=CC(=C4)Cl)Cl,train,5.124938737,5.212420632455698
CC(C)(C)C[C@@H]1[C@]2([C@H]([C@@H](N1)C(=O)NCCN3CCNCC3)C4=CC(=CC=C4)Cl)C5=CC(=C(C=C5NC2=O)Cl)F,train,6.0,5.948270924754988
Cc1cc(Cl)ccc1C1c2c(nn(Cc3cccnc3)c2C(C)C)C(=O)N1c1cccc(Cl)c1F,train,7.946921557,7.9808050441081475
COc1ccc(C(=O)N(C)C)cc1-c1nc2c(n1C(C)C)[C@H](c1ccc(Cl)cc1)N(c1cc(Cl)ccc1C)C2=O,train,9.886056648,9.82779617206334
C1=CC=C2C(=C1)C(=O)N(C2(C3=CC=C(C=C3)Cl)O)CC4=CC=C(C=C4)Cl,train,5.37675071,5.385760462291648
C1CCC2(CC1)[C@@]3([C@H]([C@@H](N2)C(=O)NC4=C(C=C(C=C4)C(=O)O)F)C5=C(C(=CC=C5)Cl)F)C6=C(C=C(C=C6)Cl)NC3=O,train,7.896196279,7.819921915553638
CC[C@@H](CS(=O)(=O)C1CC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cc(F)cc(Cl)c2)[C@H]1c1ccc(Cl)cc1,train,9.698970004,9.620784708051465
CC[C@@H](CC(C(F)(F)F)O)N1[C@@H]([C@H](C[C@](C1=O)(C)CC(=O)O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,train,7.522878745,7.485958636233877
C1=CC=C(C=C1)C2=CC(=C(N2C3=CC=C(C=C3)Cl)C4=CC=CC=C4)C=C5C(=O)NC(=S)NC5=O,train,6.958607315,6.788850430239099
CC(C)(C)C[C@@H]1[C@]2([C@H]([C@@H](N1)C(=O)NCC[C@@H](CN)O)C3=CC(=CC=C3)Cl)C4=CC(=C(C=C4NC2=O)Cl)F,train,6.0,6.005141217004167
CC(C)(C)C[C@H]1[C@@]2([C@H]([C@@H](N1)C(=O)NCC[C@@H](CO)O)C3=C(C(=CC=C3)Cl)F)C4=C(C=C(C=C4)Cl)NC2=O,train,7.0,7.27092245489113
COCC(C)(OC)c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,train,8.270349332,8.221350363580552
C1=CC=C2C(=C1)C(=O)N(C2(C3=CC=C(C=C3)Cl)O)CC4=CC=C(C=C4)C#N,train,5.22184875,5.270372439279044
CC[C@@H]1CC[C@H](N1C(=O)C2=C(N3[C@@H]([C@](N=C3S2)(C)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl)C(C)C)C(=O)N6CCN(CC6)C(=O)C,train,7.366531544,7.435898829897483
C1COCCN1C(=O)C2=C(SC(=C2C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Br)N,train,5.125518182,5.280492301355715
C[C@@]1(C[C@@H]([C@H](N(C1=O)[C@@H]2CCCN(C2)CC(F)(F)F)C3=CC=C(C=C3)Cl)C4=CC(=CC=C4)Cl)CC(=O)O,train,7.397940009,7.4691551530397815
O=C(NC1CCS(=O)(=O)CC1)[C@@H]1NC2(CCCCC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,train,7.677780705,7.905792993693234
CC(C)(C)CNC1=CC2=C(C=C1)C(=O)N(C(C(=S)N2)C3=CC=C(C=C3)Cl)C(C4=CC=C(C=C4)Cl)C(=O)OC,train,5.659555885,5.819186852336384
CC[C@@H](C(=O)OC(C)(C)C)N1[C@@H]([C@H](C[C@@H](C1=O)CC2=NNN=N2)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,train,7.692503962,7.584755273488809
CC1=CC=C(C=C1)CN2C(=O)C3=CC=CC=C3C2(C4=CC=C(C=C4)Cl)OCC5(CC5)CO,train,5.638272164,5.6764555507788845
CNC(=O)Cc1ccc(Cl)c(F)c1-n1c(C2CCCCC2)nc(-c2nnc(N)o2)c1-c1ccc(F)c(Cl)c1,train,8.397940009,8.344085759460604
CC[C@@H](CN(C)S(=O)(=O)C1CC1)N2[C@@H]([C@H](C[C@](C2=O)(C)CC(=O)N)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,train,7.0,6.963879255729187
CC[C@@H](CNS(=O)(=O)C(F)(F)F)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,train,8.15490196,8.346549228565852
CC[C@@H](COCC1CC1)N2[C@@H]([C@H](C[C@H](C2=O)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,train,6.958607315,7.13544936908258
CC[C@@H](C)OC1=C(C=C2CC(=O)N(C(C2=C1)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)N(C)C)OC,train,6.920818754,6.499418912600199
COC(=O)C(C1=CC=C(C=C1)Cl)N2C(C(=S)NC3=CC(=C(C=C3C2=O)F)F)C4=CC=C(C=C4)Cl,train,5.241845378,5.447547522579452
CCOC(=O)[C@H](C)N1[C@@H]([C@H](CCC1=O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,train,5.769551079,5.747723828889314
CC[C@@H](C1=CC=NC=C1)N2[C@@H]([C@H](C[C@](C2=O)(C)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,train,7.397940009,7.3991796524344355
