Smiles,Set,Actual_pIC50,Predicted_pIC50
CC[C@@H](CN(C)S(=O)(=O)C1CC1)N2C([C@H](C[C@](C2=O)(C)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,train,8.0,8.612853635914615
C1CC(CC1O)OC2(C3=CC=CC=C3C(=O)N2CC4=CC=C(C=C4)[N+](=O)[O-])C5=CC=C(C=C5)Cl,train,6.15490196,6.229338211626435
CC[C@@H](CNS(=O)(=O)c1ccccc1Cl)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,train,8.522878745,8.554862975254018
CC[C@@H](CNCC(F)(F)F)N1[C@@H]([C@H](C[C@](C1=O)(C)CC(=O)O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,train,7.397940009,7.470938688868508
C1=CC=C(C=C1)C2=NC(=C(N2C3=CC(=CC=C3)Cl)C4=CC(=CC=C4)Cl)C(=O)O,train,6.920818754,6.992415088204952
C1CC1(CO)COC2(C3=CC=CC=C3C(=O)N2CC4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl,train,5.638272164,5.675715746014496
CC[C@@H](CCC1=CC=CC=N1)N2[C@@H]([C@H](C[C@@H](C2=O)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,train,7.045757491,7.069899793422622
CC[C@@H](CN(CC)S(=O)(=O)C(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,train,7.886056648,8.15504837190842
CC[C@@H](C(C)NS(=O)(=O)C(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)C1c1ccc(Cl)cc1,train,8.522878745,8.570290325512337
CC(C)(C)C[C@H]1[C@@]2([C@H]([C@@H](N1)C(=O)NC3=CC=C(C=C3)OCCO)C4=C(C(=CC=C4)Cl)F)C5=C(C=C(C=C5)Cl)NC2=O,train,8.15490196,7.723486734729763
CC(C)C1=C(SC2=N[C@@]([C@H](N12)C3=CC=C(C=C3)Cl)(C)C4=CC=C(C=C4)Cl)C(=O)N5CCC[C@H]5C(=O)N(C)C,train,8.036212173,7.515502218501162
CC[C@@H](CN(C)S(=O)(=O)C(C)(C)C)N1[C@@H]([C@H](C[C@](C1=O)(C)CC(=O)O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,train,9.15490196,9.066997001239999
COC[C@@H](C)n1c(-c2cnc(OC)nc2OC)nc2c1[C@H](c1ccc(Cl)cc1)N(c1ccc(F)c(Cl)c1)C2=O,train,10.05060999,8.780093996991809
CC(C)(C)C[C@@H]1[C@]2([C@H]([C@@H](N1)C(=O)NC3CN(C3)C(=O)NC4CCCCC4)C5=C(C(=CC=C5)Cl)F)C6=C(C=C(C=C6)Cl)NC2=O,train,5.522878745,5.800129867569939
CC[C@@H](CS(=O)(=O)NCC1(C)COC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,train,9.698970004,9.622048543108443
CC(C)(C)S(=O)(=O)N(C[C@H](C1CC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)C1c1ccc(Cl)cc1)C(F)F,train,9.522878745,9.30379946201798
CC[C@@H]1CC[C@H](N1C(=O)C2=C(N3[C@@H]([C@](N=C3S2)(C)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl)C(C)C)C(=O)N(C)C,train,7.744727495,7.6410963374674585
CC[C@@H](CN1C=C(C=CC1=O)C(F)(F)F)N2[C@@H]([C@H](C[C@](C2=O)(C)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,train,7.522878745,7.551741612297863
CC(C)(C)C[C@H]1[C@@]2([C@H]([C@@H](N1)C(=O)NC3=C(C=C(C=C3)C(=O)N)OC)C4=C(C(=CC=C4)Cl)F)C5=C(NC2=O)N=C(C=C5)Cl,train,7.958607315,7.668760604746247
COc1ccc(CO)cc1-c1nc2c(n1C(C)C)[C@H](c1ccc(Cl)cc1C)N(c1cc(Cl)ccc1C)C2=O,train,10.39794001,9.661234263067756
C[C@]1(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N(C(C2CC2)C2CC2)C1=O,train,9.0,8.779687184123546
CC(C)(C)C[C@H]1[C@@]2([C@H]([C@@H](N1)C(=O)NC3=C(C=C(C=C3)C(=O)O)OC)C4=C(C(=CC=C4)Cl)F)C5=C(NC2=O)N=CC=C5,train,7.283996656,7.258181325193121
C[C@]1(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@@H](CC(F)F)c2ccccn2)C1=O,train,7.397940009,7.486069559244724
CC[C@@H](CN1CCN(CC1)S(=O)(=O)C)N2[C@@H]([C@H](C[C@](C2=O)(C)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,train,7.698970004,7.7181891861863665
COCCOCCOCCOCCOCCOC(=O)OCOC(=O)c1ccc(NC(=O)[C@@H]2N[C@@H](CC(C)(C)C)[C@](C#N)(c3ccc(Cl)cc3F)[C@H]2c2cccc(Cl)c2F)c(OC)c1,train,8.279840697,8.14714874140258
CC(C)(C)[C@@H](CS(C)(=O)=O)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,train,9.698970004,9.523097766969839
C1=CC=C2C(=C1)C(=O)N(C2(C3=CC=C(C=C3)F)O)CC4=CC=C(C=C4)[N+](=O)[O-],train,5.022276395,5.2111803867731
C1=CC=NC(=C1)NC(C2=C(C=C(C=C2)Cl)Cl)C3=C(C4=C(C=CC=N4)C=C3)O,train,5.13076828,5.18755053134277
C1CC1CN2[C@@H]([C@H](C[C@@H](C2=O)CC(=O)N)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,train,5.117475462,5.61376680965417
CC(C)(C)C[C@@H]1[C@]2([C@H]([C@@H](N1)C(=O)NCCN3CC[C@@H](C3)O)C4=CC(=CC=C4)Cl)C5=CC(=C(C=C5NC2=O)Cl)F,train,6.0,5.982516580950822
CC[C@]1(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](CS(=O)(=O)C2CCCCC2)C2CC2)C1=O,train,10.0,9.861863681146644
C[C@H](C1=CC=CC=C1)NC2=C([C@H](N(C2=O)CCCN3C=CN=C3)C4=CC=C(C=C4)Br)C(=O)C5=CC=CC=C5,train,5.705533774,5.730863394126079
CC(C)(C)C[C@@H]1[C@]2([C@@H]([C@H](N1)C(=O)NC3=C(C=C(C=C3)C(=O)N)OC)C4=C(C(=CC=C4)Cl)F)C5=C(C=C(S5)Cl)NC2=O,train,6.752026734,7.428468627345144
CC1CCCCC1(F)c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,train,8.200314909,8.27468677821973
CC[C@@H](CC(C1CC1)(C(F)(F)F)O)N2[C@@H]([C@H](C[C@](C2=O)(C)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,train,8.0,7.785491819334582
COc1cc2c(cc1OC(C)C)C(c1ccc(Cl)cc1)N(C1CCC(C(C)(O)C3CCOCC3)CC1)C(=O)C2,train,7.443697499,7.6911860949350634
O=C(N[C@H]1CC[C@H](O)CC1)[C@@H]1NC2(CCCC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,train,7.455931956,7.4678151679259885
CC[C@@H](CS(=O)(=O)C1CCCC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,train,9.522878745,9.56335020592164
C1=CC=C2C(=C1)C(=O)N(C2(C3=CC=C(C=C3)Cl)O)CC4=CC=C(C=C4)[N+](=O)[O-],train,5.619788758,5.4889349236929394
C1=CC=C(C=C1)/C=C/C(=O)C2=NC3=CC=CC=C3N2,train,5.684029655,5.5186056098701775
C1=CC2=C(C(=C(C=C2)C(C3=CC=CS3)NC4=CN=CC=C4)O)N=C1,train,5.823908741,5.6860728642301925
CC(=O)OC(C)(C)C(=O)N1CC(C1)NC(=O)[C@H]2[C@@H]([C@@]3([C@H](N2)CC(C)(C)C)C4=C(C=C(C=C4)Cl)NC3=O)C5=C(C(=CC=C5)Cl)F,train,6.0,6.298877372174162
CC(=O)N1CCC2(CC1)[C@@]3([C@H]([C@@H](N2)C(=O)NC)C4=C(C(=CC=C4)Cl)F)C5=C(C=C(C=C5)Cl)NC3=O,train,5.675717545,6.030657596577372
CC(C)(C)C[C@@H]1N[C@@H](C(=O)NC2CCC(O)CC2)[C@H](c2cccc(Cl)c2)[C@]12C(=O)Nc1cc(Cl)c(F)cc12,train,7.494850022,7.576291019311152
C1CC1CN2[C@@H]([C@@H](OCC2=O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,train,5.744727495,5.721878053006071
COc1cc(C(=O)OC(C)OC(=O)N2CCN(C)CC2)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,train,7.728158393,7.762434819722822
CN1C2=C(C(N3C1=NC=N3)C4=CC=C(C=C4)C#N)C(OC5=CC=CC=C52)C6=CC=C(C=C6)Br,train,5.233587153,5.429426546382241
C1CCC2(CC1)[C@@]3([C@H]([C@@H](N2)C(=O)NC4=CC=C(C=C4)CC(=O)O)C5=C(C(=CC=C5)Cl)F)C6=C(C=C(C=C6)Cl)NC3=O,train,7.769551079,7.873122157221489
CC(C)(C)C[C@@H]1[C@]2([C@H]([C@@H](N1)C(=O)NC3CCC(CC3)N)C4=CC(=CC=C4)Cl)C5=CC(=C(C=C5NC2=O)Cl)F,train,6.0,6.063604048793408
CC[C@@H](CN1CCOCC1C)N2[C@@H]([C@H](C[C@](C2=O)(C)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,train,8.0,7.866625682151101
CCOC(=O)[C@H](CC(C)C)N1[C@@H]([C@H](C[C@@H](C1=O)CC(=O)O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,train,6.721246399,6.7281553930519555
CC[C@@H](CN(C)C1COC1)N2[C@@H]([C@H](C[C@](C2=O)(C)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,train,7.522878745,7.622595845639435
C1=CC=C2C(=C1)C3=C(C(N4C(=NC=N4)N3CCCO)C5=CC=C(C=C5)Br)C(O2)C6=CC=C(C=C6)Br,train,6.366531544,6.184781867632809
C[C@]1(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](CS(=O)(=O)N2CCCCC2)C2CC2)C1=O,train,9.22184875,9.507829112813443
C1CC1CN2[C@@H]([C@H](C[C@](C2=O)(CCN3CCOCC3)CC(=O)O)C4=CC(=CC=C4)Cl)C5=CC=C(C=C5)Cl,train,6.886056648,6.993715265994532
CCC(C(=O)OC(C)(C)C)N1C(=O)[C@@](C)(Cc2nnn[nH]2)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,train,9.0,8.534244288678074
CC(C)C1=C(SC2=N[C@H]([C@H](N12)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Cl)C(=O)N5CCN(CC5)C(=O)C,train,6.075720714,6.015291784159837
CC[C@@H](C(C)=O)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,train,8.22184875,8.22423495758613
C1CC1NC(=O)C2=C(SC(=C2C3=CC=C(C=C3)Cl)C4=CC=CC=C4)N,train,5.366531544,5.372665188215762
CC(C)(C)C[C@@H]1[C@]2([C@H]([C@@H](N1)C(=O)NC)C3=CC(=CC=C3)Cl)C4=CC(=C(C=C4NC2=O)Cl)F,train,6.0,5.990321119268681
COC[C@@H](C)n1c(-c2cnc(OC)nc2OC)nc2c1[C@H](c1ccc(Cl)cc1)N(c1cc(Cl)c(=O)n(C)c1)C2=O,train,9.869666232,9.68733630550221
CC1=CC=C(C=C1)CN2C(=O)C3=CC=CC=C3C2(C4=CC=C(C=C4)Cl)O[C@@H]5C[C@@H](C=C5)O,train,5.853871964,5.786043350135977
CC1=CC(=NC=C1)N2[C@@H]([C@H](C[C@](C2=O)(C)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,train,7.522878745,7.369146316910297
C1CC1(CO)COC2(C3=CC=CC=C3C(=O)N2CC4=CC=C(C=C4)F)C5=CC=C(C=C5)Cl,train,5.585026652,5.683782337109684
CC(C)(C)C[C@@H]1[C@]2([C@H]([C@@H](N1)C(=O)NCC[C@H]3CC[C@H](C3)O)C4=C(C(=CC=C4)Cl)F)C5=C(C=C(C=C5)Cl)NC2=O,train,6.0,6.0082156169858285
CC1=C(C2=C(C=C1)OC(C3=C2N(C4=NC=NN4C3C5=CC=C(C=C5)Br)C)C6=CC=C(C=C6)Br)OC,train,5.404503778,5.845997068695033
C[C@@H]1CC[C@H](N1C(=O)C2=C(N3[C@@H]([C@](N=C3S2)(C)C4=CC=C(C=C4)Cl)C5=CC(=C(C=C5)Cl)F)C(C)C)C(=O)N6CCNC7(C6)CC7,train,8.119186408,7.9625875157560735
C1CCC2(CC1)[C@@]3([C@H]([C@@H](N2)C(=O)NC4CCC(CC4)C(=O)O)C5=C(C(=CC=C5)Cl)F)C6=C(C=C(C=C6)Cl)NC3=O,train,8.356547324,8.028771095222718
C[C@]1(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](CS(=O)(=O)c2ccccc2)C2CC2)C1=O,train,8.853871964,8.935071933511617
COC1=CC(=CC(=C1OC)OC)CC2=C(NC3=CC=CC=C32)C4=CN(C=C4)S(=O)(=O)C5=CC=CC=C5,train,5.721246399,6.014550156656801
CCOC(=O)CCNC(=O)N1[C@H]([C@H](N=C1C2=C(C=C(C=C2)OC)OC(C)C)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Cl,train,5.473660723,5.5460153809607196
CC(C)(C)C[C@@H]1[C@]2([C@H]([C@@H](N1)C(=O)NC3CCNCC3)C4=C(C(=CC=C4)Cl)F)C5=C(C=C(C=C5)Cl)NC2=O,train,6.0,6.082909557467419
COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N(C)C)CC3)cc1)C(=O)C2,train,8.602059991,8.502276404722986
CC(C)(C)C[C@@H]1[C@]2([C@H]([C@@H](N1)C(=O)NCCCN3CCCC3)C4=C(C(=CC=C4)Cl)F)C5=C(C=C(C=C5)Cl)NC2=O,train,5.0,5.373550212308216
CC[C@@H](CN1CCS(=O)(=O)CC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,train,8.397940009,8.281796925853719
CCOC1=C(C=CC(=C1)C(C)(C)C)C2=N[C@@]([C@@](N2C(=O)N3CCNC(=O)C3)(C)C4=CC=C(C=C4)Cl)(C)C5=CC=C(C=C5)Cl,train,5.119186408,5.633468880167074
CC[C@@H](C1=NC(CO1)(C)C)N2[C@@H]([C@H](C[C@](C2=O)(C)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,train,7.397940009,7.44948547090982
C1=CC(=CC=C1[C@H]2[C@H](N=C(N2)C3=CC=C(C=C3)Br)C4=CC=C(C=C4)Br)Br,train,5.043351421,5.3622975440078315
CC(C)[C@H](C(=O)OC1CCC(CC1)NC(=O)[C@H]2[C@@H]([C@@]3([C@H](N2)CC(C)(C)C)C4=C(C=C(C=C4)Cl)NC3=O)C5=C(C(=CC=C5)Cl)F)N,train,6.0,5.815830170916257
CC[C@H](C1=NC(=NO1)C2CC2)N3[C@@H]([C@H](C[C@](C3=O)(C)CC(=O)O)C4=CC(=CC=C4)Cl)C5=CC=C(C=C5)Cl,train,7.397940009,7.248540495921491
CC[C@@H](C)Oc1cc2c(cc1OC)CC(=O)N(c1ccc(C(C)NC3CCNCC3)cc1)C2c1ccc(Cl)cc1,train,7.370590401,7.688311070084047
CC(=O)N1CCC(CC1)NC(=O)[C@H]2[C@@H]([C@@]3([C@H](N2)CC(C)(C)C)C4=C(C=C(C=C4)Cl)NC3=O)C5=C(C(=CC=C5)Cl)F,train,6.301029996,6.28208502550971
O=C(O)c1nc(-c2ccccc2)n(-c2cccc(Cl)c2F)c1-c1cccc(Cl)c1,train,8.15490196,8.154054668152193
CC(C)(C)C[C@@H]1N[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2F)[C@@]1(C#N)c1ccc(Cl)cc1F,train,7.13076828,7.338825509054605
CC[C@@H](CS(=O)(=O)C(C)(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cc(F)cc(Cl)c2)[C@H]1c1ccc(Cl)cc1,train,10.0,9.86031673371136
C1CCC(CC1)CN2[C@@H]([C@H](C[C@@H](C2=O)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,train,6.769551079,6.692811313569542
C1=CC=C2C(=C1)C3=C([C@@H](N4C(=NC=N4)N3CC(=O)O)C5=CC=C(C=C5)Br)[C@H](O2)C6=CC=C(C=C6)Br,train,6.318758763,6.2204899971128
COC(C)(c1ncccc1F)c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,train,9.170696227,9.077633804927466
CC(C)[C@@H](CS(=O)(=O)C(C)(C)C)N1[C@@H]([C@H](C[C@](C1=O)(C)CC(=O)O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,train,9.22184875,9.083450911787985
COc1cc2c(cc1OC(C)C)C(c1ccc(Cl)cc1)N(C1CCC(C(O)c3cccc(F)c3)CC1)C(=O)C2,train,7.142667504,7.33996697966333
CC[C@@H](COCC1CC1)N1C(=O)[C@@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,train,7.522878745,7.548591574400036
CC(C)(C)C[C@@H]1[C@]2([C@H]([C@@H](N1)C(=O)NCC[C@@H](CO)O)C3=CC(=CN=C3)Cl)C4=CC(=C(C=C4NC2=O)Cl)F,train,5.0,5.400159358520056
CN1CCC(CCNC(=O)[C@@H]2N[C@H](CC(C)(C)C)[C@]3(C(=O)Nc4cc(Cl)ccc43)[C@H]2c2cccc(Cl)c2F)CC1,train,7.48945499,7.578806120822286
CC(C)(C)C[C@H]1[C@@]2([C@H]([C@@H](N1)C(=O)NC3=C(C=C(C=C3)OCCO)OC)C4=C(C(=CC=C4)Cl)F)C5=C(C=C(C=C5)Cl)NC2=O,train,8.301029996,7.946011304345768
CC(C)(C)C[C@@H]1[C@]2([C@H]([C@@H](N1)C(=O)NCC3CCN(CC3)C)C4=C(C(=CC=C4)Cl)F)C5=C(C=C(C=C5)Cl)NC2=O,train,6.0,6.089915665898353
CC[C@@H](C)OC1=C(C=C2CC(=O)N(C(C2=C1)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)N(C)CC5=CN=CC=C5)OC,train,7.823908741,7.527522312202781
CN1[C@@H]([C@@H](O[C@H](C1=O)CC2=CC=CC=C2)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Cl,train,5.744727495,5.772960716382505
CC[C@@H]([C@@H](O)CO)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,train,9.0,8.695066405428667
C1CC(=O)N([C@@H]([C@H]1C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl)CC4CC4,train,6.086186148,5.875747353215592
CC(C)(C)C[C@H]1N[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2)[C@@]12C(=O)Nc1cc(Cl)ccc12,train,7.251811973,7.4934072712909146
CC(C)(C)C[C@@H]1N[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,train,8.008773924,7.8487567987290925
CC(C)[C@@H](CS(=O)(=O)C(C)C)N1[C@@H]([C@H](C[C@](C1=O)(C)CC(=O)O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,train,7.327902142,8.098863248512032
CN1C2=C(C(N3C1=NC=N3)C4=CC=C(C=C4)Br)C(OC5=CC=CC=C52)C6=CC=C(C=C6)Br,train,5.931814138,5.870909438962394
C1CC[C@H]([C@H](C1)CO)COC2(C3=CC=CC=C3C(=O)N2CC4=CC=C(C=C4)[N+](=O)[O-])C5=CC=C(C=C5)Cl,train,6.244125144,6.2610089519238095
C[C@H](C1=CC=C(C=C1)Cl)N2C(=O)C3=CC=CC=C3C2(C4=CC=C(C=C4)Cl)OCCCCO,train,5.602059991,5.828791667351365
CC(C)(C)C[C@H]1[C@]2([C@H]([C@@H](N1)C(=O)NC3CCC(CC3)O)C4=C(C(=CC=C4)Cl)F)C5=C(C=C(C=C5)Cl)NC2=O,train,5.229147988,6.918871416164499
CC[C@@H](C1=CC=CC(=N1)C)N2[C@@H]([C@H](C[C@](C2=O)(C)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,train,8.0,7.723054012456953
CC[C@@H](C)OC1=C(C=C2CC(=O)N([C@H](C2=C1)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)N(C)CC5=CC=NC=C5)OC,train,8.638272164,7.478274358534873
CC[C@@H](CN1CCOC1=O)N2[C@@H]([C@H](C[C@](C2=O)(C)CC(=O)O)C3=CC(=CC=C3)Cl)C4=CC=C(C=C4)Cl,train,7.522878745,7.520726011957163
C[C@]1(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](CS(=O)(=O)C2CCC2)C2CC2)C1=O,train,9.698970004,9.731134626716266
CC[C@@H](C(=O)NCC(C)(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,train,8.22184875,8.172089447515368
CC(C)CC(C)(C)C[C@@H]1[C@]2([C@H]([C@@H](N1C)C(=O)NCC[C@@H](CO)O)C3=CC(=CC=C3)Cl)C4=CC(=C(C=C4NC2=O)Cl)F,train,5.301029996,5.550626378724811
COc1ccccc1C(C)(OC)c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,train,8.085022528,8.379424498217423
CC(C)N1[C@@H]([C@H](C[C@H](S1(=O)=O)CC(=O)O)C2=CC(=CC=C2)Cl)C3=CC=C(C=C3)Cl,train,6.187086643,6.2944443175692575
C1CCC2(CC1)[C@@]3([C@H]([C@@H](N2)C(=O)NCC4=NNN=N4)C5=C(C(=CC=C5)Cl)F)C6=C(C=C(C=C6)Cl)NC3=O,train,7.0,7.216261560536365
CNC(=O)CN[C@H]1CC[C@H](CN(C)c2ccc(N3C(=O)Cc4cc(OC)c(OC(C)C)cc4[C@@H]3c3ccc(Cl)cc3)nc2)CC1,train,8.113509275,8.165934883244374
C1CCC2(CC1)[C@@]3([C@H]([C@@H](N2)C(=O)NC4CCC(CC4)O)C5=CC(=CN=C5)Cl)C6=C(C=C(C=C6)Cl)NC3=O,train,6.585026652,6.516671268395627
COCCOCCOCCOC(=O)OC(C)OC(=O)c1ccc(NC(=O)[C@@H]2N[C@@H](CC(C)(C)C)[C@](C#N)(c3ccc(Cl)cc3F)[C@H]2c2cccc(Cl)c2F)c(OC)c1,train,7.882728704,7.91447850011975
COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N4CCN(C)C(=O)C4)CC3)nc1)C(=O)C2,train,8.769551079,8.616886721146845
CC(C)(C)C1=CC2=C(C=C1)C(N(C2=O)CC3=CC=C(C=C3)[N+](=O)[O-])(C4=CC=C(C=C4)Cl)OCC5(CC5)CO,train,6.818156412,6.576597831023556
C[C@@]1(C[C@@H]([C@H](N(C1=O)[C@H](C2CC2)C3=CC=CC=N3)C4=CC=C(C=C4)Cl)C5=CC(=CC=C5)Cl)CC(=O)O,train,7.698970004,7.021332368895861
CC(C)(C)C[C@@H]1N[C@@H](C(=O)Nc2cccc(C(=O)O)c2)[C@H](c2cccc(Cl)c2F)[C@@]1(C#N)c1ccc(Cl)cc1F,train,7.37675071,7.482506928897037
CC(C)(C)C[C@@H]1N[C@@H](C(=O)Nc2ccc(C(=O)O)cc2F)[C@H](c2cccc(Cl)c2F)[C@@]1(C#N)c1ccc(Cl)cc1F,train,7.602059991,7.635913445141063
CC#CC1=CC=C(C=C1)C2C3=C(C4=CC=CC=C4O2)N(C5=NC=NN5C3C6=CC=C(C=C6)Br)C,train,5.042392713,5.320890966300517
CC[C@@H](CN1CCOCC1)N2[C@@H]([C@H](C[C@](C2=O)(C)CC(=O)O)C3=CC(=CC=C3)Cl)C4=NC=C(C=C4)Cl,train,7.301029996,7.371025769434235
CC1=CC(=NC=C1)NC(C2=C(C3=C(C=CC=N3)C=C2)O)C4=C(C=CS4)C,train,5.698970004,5.599927328425867
CC1=CC2=C(C=C1F)OC(C3=C2N(C4=NC=NN4C3C5=CC=C(C=C5)Br)C)C6=CC=C(C=C6)Br,train,6.318758763,6.1452621421772795
CC[C@@H](C)OC1=C(C=C2CC(=O)N(C(C2=C1)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)N(C)CC5CCNCC5)OC,train,8.397940009,7.81028274027123
CCOC1=C(C=CC(=C1)OC)C2=NC(C(N2C(=O)N3CCN(CC3)CCO)C4=CC=C(C=C4)Br)C5=CC=C(C=C5)Br,train,6.853871964,6.667593805806245
CC(C)C1=C(SC2=N[C@H]([C@H](N12)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Cl)C(=O)N5CCC(=O)NCC5,train,5.958607315,5.955212652828516
CC(=O)N1CCC(NC(=O)Cn2nc3c(c2C(C)C)C(c2ccc(Cl)cc2C)N(c2cc(Cl)ccc2C)C3=O)CC1,train,8.552841969,8.441584967939374
CC[C@@H](CS(=O)(=O)C1CCOCC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,train,9.698970004,9.655151714067939
CC(C)C1=C(SC2=N[C@@]([C@H](N12)C3=CC=C(C=C3)Cl)(C)C4=CC=C(C=C4)Cl)C(=O)N5CCC[C@H]5C(=O)N6CCN(CC6)C(=O)C,train,7.180456064,7.3121048993372115
CC[C@@H](CN(C)S(=O)(=O)C1CC1)N1C(=O)[C@@](C)(CC(=O)NCCCO)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,train,7.27572413,7.42582014806401
C[C@@H](O)[C@H](C1CC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,train,9.0,8.775843222253176
CC(C)(C)C[C@@H]1[C@]2([C@H]([C@@H](N1C)C(=O)NCC[C@@H](CO)O)C3=CC(=CC=C3)Cl)C4=CC(=C(C=C4NC2=O)Cl)F,train,5.522878745,5.7227439727780975
C1CCN(C(=O)C1)C(=O)C2=C(SC(=C2C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)Cl)N,train,5.306273051,5.269172855848712
