naAromAtom,nBondsD,nAcid,SaasC,SpMax3_Bhm,ETA_EtaP,SpMax1_Bhm,MDEO-11,SpMax4_Bhm,MLFER_S,maxHBa,ATSC4c,SpMax4_Bhv,VPC-4,ATSC8c,VE3_Dzs,AATS6s,VE1_Dzs,minHsOH,gmin,GATS2c,minwHBa,CrippenLogP,SpMax5_Bhv,VE3_Dzv,GATS6m,ATSC2m,ATSC8m,VC-5,MDEC-33,maxHssNH,AATS6v,SpMin6_Bhm,AATS8e,GATS8m,maxHBd,IC3,AATS7s,hmin,SpMin5_Bhm,SssssC,ndsN,ATSC1m,SCH-6,GATS5m,ETA_Beta,SpMin4_Bhm,AATSC5s,ATSC7p,apol
0,8.0,0,0.0,3.785734575,1.45268,4.066352639,0.166666667,3.664843608,3.331,16.02376789,0.148257691,3.601752465,4.491748017,-0.319041404,-2.344785935,3.701095218,0.548138568,0.0,-1.088148942,1.120384973,-0.264994577,5.3408,3.452414267,-1.101431702,0.796756042,688.5991714,-2377.051701,0.394994267,19.56319595,0.28534737,189.402433,1.567419933,7.635800952,1.215823085,0.28534737,5.352676197,2.983288123,-0.209419804,1.627830929,-1.203355641,0.0,83.76176841,0.667497306,0.767876433,37.0,1.839122201,-0.051557876,-1.980058818,88.392341
0,10.0,0,0.0,3.960508396,1.48446,4.697964649,0.810760202,3.78789823,3.858,16.09948059,0.193718874,3.615730154,4.519579125,-0.491371879,-0.199371666,3.646090535,0.953639612,0.0,-4.830543498,0.844537051,-0.319175831,5.9402,3.575423656,-1.198327429,0.752017516,310.2508962,-2263.16378,0.394994267,20.97946342,0.286217262,182.6295205,1.564848603,7.678475453,1.076443827,0.286217262,5.341260495,2.945679678,-0.223090416,1.603028008,-1.333456038,0.0,471.3466146,0.667497306,0.854829202,40.75,1.839050195,-0.232188266,0.211019458,92.896341
12,2.0,0,3.559330209,3.801295995,1.32853,4.08228082,0.421716333,3.730466633,3.326,15.92356942,0.386712584,3.61104786,4.593992184,-0.464146954,-2.980903981,3.870660857,0.446797537,0.316407226,-1.132240261,0.833938678,-0.305494774,5.51249,3.447150953,-1.491552869,0.75235215,850.6139193,-2628.631454,0.394994267,20.20050812,0.295397573,193.3433176,1.566765428,7.710038661,1.223328543,0.316407226,5.296363587,3.068621211,-0.191482657,1.597202131,-2.057825881,0.0,21.07963514,0.991551251,0.844025504,40.0,1.864304128,-0.203473679,-2.465366283,81.240376
0,8.0,0,0.0,3.799893631,1.43961,4.066615494,0.421716333,3.731984035,3.326,15.92356942,0.39086736,3.602797191,4.593992184,-0.511946574,-3.211936955,3.870660857,0.419752063,0.316407226,-1.132240261,0.848563639,-0.305494774,4.9124,3.444996342,-1.596534137,0.75235215,850.6139193,-2628.631454,0.394994267,20.20050812,0.295397573,193.3433176,1.562343581,7.710038661,1.223328543,0.316407226,5.296363587,3.068621211,-0.191482657,1.59193057,-2.057825881,0.0,21.07963514,0.991551251,0.844025504,35.5,1.839007111,-0.203473679,-2.465366283,81.240376
0,8.0,0,0.0,3.758179842,1.40389,4.055575668,0.421716333,3.705145315,3.244,15.50767436,0.405044361,3.601286413,4.399490042,-0.527941366,-3.144145339,4.127265392,0.427513672,0.32699536,-1.317082511,0.853972074,-1.044863773,4.3981,3.442739622,-1.629332643,0.764498337,792.7804086,-2324.198892,0.374374614,20.20050812,0.319220876,189.6324185,1.562429931,7.759529213,1.203752602,0.32699536,5.325349094,3.70410077,-0.167659355,1.59610948,-2.37981463,0.0,32.86131147,0.991551251,0.881224533,35.5,1.841508297,-0.304167415,-2.392672076,79.617376
0,8.0,0,0.0,3.76475824,1.40678,4.046658235,0.421716333,3.645473777,3.244,15.85702621,0.426023854,3.599096829,4.458258809,-0.587220609,-2.940469689,4.122916162,0.451707001,0.324186263,-1.317082511,0.839083761,-0.480454394,4.3981,3.441907374,-1.676662412,0.842336631,792.7804086,-2434.466746,0.394994267,20.20050812,0.356385228,191.3400186,1.564066402,7.754171732,1.23869201,0.356385228,5.325349094,3.287193799,-0.160366507,1.593063588,-2.364194922,0.0,32.86131147,0.991551251,0.921020988,35.5,1.848044161,-0.270538013,-3.444473174,79.617376
12,2.0,0,5.461131724,3.799546081,1.31859,4.075029527,0.421716333,3.730258698,3.318,14.18204993,0.424637761,3.609763724,4.42673392,-0.490330204,-3.037569861,3.167501816,0.430086294,0.312274994,-0.883073595,0.807190619,-0.083983303,5.37339,3.446373314,-1.517387528,0.777627489,787.3476703,-2693.75448,0.352037785,16.73020545,0.27498941,189.2959673,1.566766718,7.575602378,1.229592793,0.312274994,5.238392572,2.789322752,-0.196584698,1.598971797,-1.646608412,0.0,33.98657384,1.006843202,0.852739214,38.75,1.867058199,-0.132186127,-2.49882061,81.350169
0,8.0,0,0.0,3.798576401,1.41568,4.059657904,0.421716333,3.731897563,3.318,14.18204993,0.438958653,3.601586097,4.42673392,-0.537634601,-3.256831493,3.167501816,0.404673215,0.312274994,-0.883073595,0.830826861,-0.083983303,4.7733,3.444385396,-1.625775944,0.777627489,787.3476703,-2693.75448,0.352037785,16.73020545,0.27498941,189.2959673,1.562361553,7.575602378,1.229592793,0.312274994,5.26737808,2.789322752,-0.196584698,1.593174614,-1.646608412,0.0,33.98657384,1.006843202,0.852739214,34.75,1.84274351,-0.132186127,-2.49882061,81.350169
0,8.0,0,0.0,3.768313419,1.40093,4.036017255,0.421716333,3.666579851,3.244,14.71907645,0.43603792,3.602342174,4.376339438,-0.399393544,-2.837624875,3.872153635,0.464438727,0.323012612,-1.317082511,0.843172344,-1.027843797,4.3981,3.442382003,-1.756804337,0.869911079,792.7804086,-2128.863767,0.363942547,19.50791159,0.363754842,190.5902054,1.571005302,7.762542126,1.213935165,0.363754842,5.325349094,3.261038081,-0.160366507,1.599950485,-2.344930327,0.0,32.86131147,0.994357376,0.894489902,35.5,1.835170281,-0.21616819,-3.493941538,79.617376
0,8.0,0,0.0,3.758279499,1.42454,4.072813108,0.421716333,3.708509591,3.209,15.51288269,0.265107115,3.605663736,4.560121042,-0.309785489,-3.194527647,4.360489793,0.431423458,0.32995394,-1.566249178,0.896500167,-1.137019385,4.5372,3.445503503,-1.687607049,0.758208623,856.00014,-1634.086262,0.414324345,23.51345913,0.381720876,192.314986,1.558420623,7.910140866,1.147533101,0.381720876,5.325349094,3.940211882,-0.16071491,1.59392633,-2.771767505,0.0,20.00089031,0.970236612,0.859307794,36.25,1.826155916,-0.219475368,-2.436243502,79.507583
12,2.0,0,3.630431257,3.78920042,1.34679,4.08216473,0.388067491,3.664681074,3.366,15.98893902,0.13575191,3.606233258,4.236004183,-0.209247082,-2.926878532,3.758605457,0.462906036,0.371236914,-1.120680333,0.841168172,-0.292336253,5.90259,3.447769956,-1.485294404,0.79495143,595.5042557,-2497.707445,0.394994267,20.97946342,0.289737564,192.7290938,1.569177633,7.655738878,1.189994823,0.371236914,5.318755383,3.029781433,-0.203652653,1.603075514,-1.258323281,0.0,27.76344,0.667497306,0.800052192,40.5,1.86431022,-0.128792529,-1.944951771,84.333962
0,8.0,0,0.0,3.788376061,1.45619,4.066467953,0.388067491,3.665802314,3.366,15.98893902,0.13955208,3.599530826,4.236004183,-0.258844759,-3.150076419,3.758605457,0.436499749,0.371236914,-1.120680333,0.85614664,-0.292336253,5.3025,3.445652609,-1.588420981,0.79495143,595.5042557,-2497.707445,0.394994267,20.97946342,0.289737564,192.7290938,1.563891913,7.655738878,1.189994823,0.371236914,5.318755383,3.029781433,-0.203652653,1.598559205,-1.258323281,0.0,27.76344,0.667497306,0.800052192,36.0,1.839032045,-0.128792529,-1.944951771,84.333962
0,8.0,0,0.0,3.719765767,1.44183,4.047455338,0.388067491,3.636558417,3.292,15.92760415,0.13908072,3.60020332,4.185609701,-0.094409162,-2.784767358,4.444854789,0.489660536,0.380564341,-1.55468925,0.863705957,-1.106493547,4.9273,3.443746269,-1.697080107,0.884480915,600.8017644,-1613.605028,0.406899029,23.91632498,0.378502996,193.988753,1.574539578,7.838267144,1.149237325,0.380564341,5.346533161,3.465387493,-0.167434462,1.603219022,-1.873150337,0.0,26.70624392,0.65501148,0.83408326,36.75,1.831713431,-0.215030912,-2.951557297,82.601169
0,8.0,0,0.0,3.707457564,1.42385,4.046436152,0.388067491,3.624250457,3.284,15.92239581,0.174708573,3.596212724,4.100270807,-0.334343888,-2.905899833,4.004121116,0.465468673,0.37801332,-1.305522583,0.846150495,-0.473556142,4.7882,3.442680222,-1.663456532,0.890215057,538.7536551,-2320.008188,0.394994267,20.97946342,0.350725219,190.779318,1.565911971,7.697103454,1.204723053,0.37801332,5.346533161,3.239183142,-0.172536503,1.599391158,-1.525317641,0.0,39.29444531,0.667497306,0.869903529,36.0,1.848076888,-0.185560922,-2.915500456,82.710962
0,8.0,0,0.0,3.72282152,1.42097,4.055417245,0.388067491,3.664117347,3.284,15.57304396,0.153728667,3.598337811,4.041502041,-0.278127779,-3.072492567,4.008354145,0.445503277,0.380258757,-1.305522583,0.860584741,-1.031705251,4.7882,3.443448804,-1.625742766,0.813599197,538.7536551,-2211.820703,0.374374614,20.97946342,0.313560867,189.1173409,1.564139883,7.702124856,1.171604874,0.380258757,5.346533161,3.638597514,-0.17982935,1.602525224,-1.525317641,0.0,39.29444531,0.667497306,0.832507586,36.0,1.841519706,-0.215923448,-1.887264901,82.710962
0,8.0,0,0.0,3.791173427,1.40829,4.066448109,0.388067491,3.669956107,3.556,16.05590855,0.09651198,3.651007051,4.038052541,-0.19213299,-3.384241111,3.684756185,0.419893517,0.366949992,-1.069777556,0.851415471,-0.269088373,5.4466,3.505537544,-1.86746895,0.798243984,73.01321172,-2246.018672,0.394994267,23.44212426,0.284316646,195.8935875,1.598535645,7.661460315,1.164641792,0.366949992,5.532290312,2.91042451,-0.217204949,1.724171079,-1.069777556,0.0,42.07379661,0.769559379,0.78505252,37.0,1.813072094,-0.093547445,-3.195510533,86.093962
0,9.0,0,0.0,3.789362678,1.55148,4.066470462,0.337553191,3.706211594,3.545,16.17717353,0.030696444,3.602842085,4.992489828,-0.26025845,-2.494743554,3.553694772,0.574424013,0.0,-1.164051466,0.927872429,-0.386543169,5.8367,3.525103046,-0.830385722,0.848392913,923.4297703,-1435.737797,0.507256819,24.31734038,0.283405312,187.6825481,1.598729245,7.543483801,1.095490321,0.400125611,5.541318124,2.785853764,-0.273346419,1.838948655,-1.335012658,0.0,60.56473679,0.667497306,0.87956345,41.75,1.846663992,-0.246649845,-3.439308507,101.037099
0,9.0,0,0.0,3.789324952,1.56811,4.06647044,0.337553191,3.704583878,3.545,16.19712195,0.012738249,3.602908625,4.768567162,-0.256524359,-2.194882397,3.534234159,0.620550466,0.0,-1.164476435,0.925427439,-0.369228354,6.2268,3.540215,-0.795982196,0.867134061,910.1630017,-2005.053349,0.414636122,23.85092777,0.28189823,178.6101754,1.600596016,7.558864889,1.131894038,0.391375611,5.597970602,2.790367431,-0.288901975,1.839024833,-1.335834825,0.0,65.83858874,0.667497306,0.877116631,42.25,1.879051926,-0.177771374,-1.981084682,104.130685
0,12.0,0,0.0,3.790597048,1.46624,4.066470465,0.337553191,3.774326753,4.01,16.2494774,-0.017086765,3.66354778,4.72787323,-0.278363242,-3.03261342,3.59213654,0.538536126,0.0,-1.174631646,0.9378113,-0.415382927,6.4234,3.601238435,-1.35936961,0.858231754,586.9752026,-2097.64774,0.414636122,23.85092777,0.282369165,183.4348304,1.631800983,7.592760036,1.160163073,0.408009682,5.596559646,2.865635002,-0.307344081,1.839035648,-1.353999311,0.0,68.26449714,0.769559379,0.861600262,48.75,1.900749491,-0.147180614,0.423438392,108.077099
0,9.0,0,0.0,3.789077316,1.45819,4.06647027,0.337553191,3.690777504,3.623,16.09981856,-0.002360553,3.601251499,4.34706361,-0.273929381,-2.845056661,3.634306181,0.507938733,0.0,-1.157062716,0.917101919,-0.423580206,4.8121,3.448680702,-0.665152826,0.814597795,686.2508882,-2075.873586,0.394994267,21.72220187,0.289533784,184.2722395,1.572907364,7.650557113,1.163104877,0.518181167,5.477398311,2.912340486,-0.219280697,1.607421807,-1.322644502,0.0,42.88093085,0.667497306,0.842095127,40.25,1.839037872,-0.19979715,0.018800871,91.756341
0,9.0,0,0.0,3.789362678,1.55148,4.066470462,0.337553191,3.706211594,3.545,16.17717353,0.030696444,3.602842085,4.992489828,-0.26025845,-2.494743554,3.553694772,0.574424013,0.0,-1.164051466,0.927872429,-0.386543169,5.8367,3.525103046,-0.830385722,0.848392913,923.4297703,-1435.737797,0.507256819,24.31734038,0.283405312,187.6825481,1.598729245,7.543483801,1.095490321,0.400125611,5.541318124,2.785853764,-0.273346419,1.838948655,-1.335012658,0.0,60.56473679,0.667497306,0.87956345,41.75,1.846663992,-0.246649845,-3.439308507,101.037099
0,9.0,0,0.0,3.789211159,1.49459,4.066470395,0.337553191,3.697128383,3.584,16.12733557,-0.033551307,3.601683311,4.51877307,-0.243590613,-2.776275666,3.586445052,0.52432398,0.0,-1.160343178,0.920163923,-0.418950577,5.2006,3.452634943,-0.708151086,0.829642189,822.6999468,-1622.595119,0.422772044,22.89534118,0.287311562,184.5194291,1.596935708,7.611691595,1.129785636,0.462625611,5.527806882,2.832722192,-0.224836252,1.712284485,-1.328407958,0.0,49.11043869,0.667497306,0.851572683,40.75,1.839041654,-0.192297659,-0.278596567,94.849927
0,9.0,0,0.0,3.789473311,1.54089,4.066470558,0.337553191,3.70991468,3.544,16.15442741,-0.059470249,3.602762032,4.85029449,-0.212783011,-2.831366485,3.542742982,0.525454129,0.0,-1.164202344,0.921222322,-0.43515428,5.5907,3.501779316,-0.846905765,0.844406749,1077.734512,-1193.720131,0.484773456,21.72220187,0.28508934,184.7524486,1.597717142,7.576458368,1.099641414,0.407070056,5.458873436,2.762049861,-0.255846419,1.78999532,-2.396784213,0.0,54.99650295,0.667497306,0.860914685,41.25,1.839054494,-0.186231627,-0.608246699,97.943513
0,8.0,0,0.0,3.792961402,1.44486,4.069434403,0.871182062,3.709018847,3.634,15.17633238,-0.059392655,3.607981239,4.469990018,-0.091216138,-2.611901483,3.570571046,0.511852732,0.370315713,-1.165335368,0.858897621,-0.30035276,4.1308,3.454108361,-1.404054928,0.806177874,525.8930661,-2082.053631,0.421085404,21.6445461,0.302620009,189.9195487,1.594586176,7.713843023,1.183120426,0.370315713,5.405109319,3.232750955,-0.200287244,1.654643109,-1.334113266,0.0,-5.327025664,0.84746157,0.785265973,36.75,1.805070494,-0.084380679,-3.420761267,85.135962
0,12.0,0,0.0,3.829444012,1.29336,4.066676737,0.360562393,3.767624456,4.316,16.01830858,0.163033068,3.605118857,4.156870511,-0.111001797,-9.5571029,3.92952265,0.091696073,0.0,-1.197002583,0.79855398,-0.564114178,6.22049,3.451861598,-2.325665695,0.773588267,707.1496496,-1923.278739,0.414636122,22.22113972,0.344831389,198.9872195,1.562862139,7.724893627,1.212151444,0.59245605,5.394260507,3.192212785,-0.196153651,1.593960855,-1.385157629,0.0,-2.505374591,0.667497306,0.828389088,43.25,1.838976052,-0.197127511,-0.082965208,83.859997
0,12.0,1,0.0,3.853856127,1.32482,4.066720177,0.866025404,3.773385316,3.924,16.08866435,0.586713059,3.605286179,4.279604683,-0.243324879,-15.59196675,4.01385421,0.024419506,0.596357077,-1.243600953,0.853633655,-1.154993808,6.82839,3.452152689,-2.698657669,0.801665017,794.3671625,-2240.796422,0.425180769,24.83256215,0.361146581,194.889775,1.56245603,7.815551226,1.225932247,0.596357077,5.502715279,3.199385666,-0.203941742,1.592319761,-1.46406036,0.0,7.933844344,0.652205355,0.849867082,44.75,1.838919259,-0.228549556,1.389256646,86.79079
0,11.0,0,0.0,3.812709683,1.32415,4.066658419,0.31795195,3.756005088,3.86,16.05650499,0.052966874,3.604220177,4.037150814,-0.01295144,-8.507762443,3.838760577,0.125548391,0.610988058,-1.176996718,0.955790013,-0.335903156,6.49269,3.448740941,-1.117686429,0.783981834,533.205562,-1991.962435,0.394994267,20.97946342,0.338514857,194.2912025,1.576005405,7.719169636,1.21508848,0.610988058,5.4873011,3.158835894,-0.201392559,1.607728032,-1.351453299,0.0,23.04738118,0.667497306,0.817181372,42.5,1.838897719,-0.113403699,0.329207288,87.322376
0,11.0,0,0.0,3.835714895,1.36595,4.066748454,0.31795195,3.766521354,3.94,16.155207,0.030520754,3.604414688,4.194748412,-0.304307249,-13.82441641,3.811884874,0.040156114,0.598642379,-1.214609506,1.032046734,-0.397662415,6.50129,3.44887172,-1.722355074,0.797578112,661.3571065,-1780.220494,0.412004612,23.52690173,0.349764857,192.0716127,1.576110634,7.750388425,1.165909752,0.598642379,5.590954073,3.241378531,-0.214223138,1.607691308,-1.413649208,0.0,40.17382268,0.652205355,0.816127031,44.0,1.838846808,-0.066752746,-0.332566625,91.217962
0,12.0,0,0.0,3.855134474,1.32964,4.06672123,0.360562393,3.773666093,4.439,16.10049867,0.56023329,3.605366216,4.303305875,-0.230758523,-14.87396479,3.934928933,0.028972152,0.0,-1.227072027,0.886398581,-0.654993808,6.22909,3.452619754,-2.71942741,0.797403353,839.2551463,-2224.922605,0.429014957,24.83256215,0.3509425,193.1952934,1.562924681,7.7965952,1.228225569,0.598567161,5.504357435,3.154753595,-0.206900322,1.593942329,-1.435697115,0.0,14.20017419,0.652205355,0.853625212,44.75,1.838942341,-0.209265627,2.139470025,87.755583
0,12.0,0,0.0,3.83162724,1.31428,4.074941992,0.360562393,3.772963666,4.324,16.02351692,0.128332935,3.609650059,4.306503191,0.122720167,-8.49665186,4.389571344,0.125889076,0.0,-1.446169249,0.809004264,-0.594454717,6.35959,3.452657458,-2.332368212,0.77717751,759.2206143,-1334.438529,0.450350407,25.17429045,0.357177068,202.3373071,1.570969319,7.88362956,1.170242091,0.596900495,5.423246015,3.435424982,-0.19105161,1.598283274,-1.732990324,0.0,-13.81132525,0.65501148,0.803836051,44.0,1.822483718,-0.229372071,-0.088979781,83.750204
0,11.0,0,0.0,3.853221279,1.28225,4.066799284,0.166666667,3.770952512,3.927,15.99888529,-0.01655942,3.60509157,4.132372622,-0.417512041,-13.56690859,4.100201123,0.033650507,0.0,-1.273010209,0.875293553,-0.749035013,7.13237,3.451340608,-2.853590994,0.780591246,658.1124625,-1884.944688,0.410742786,23.52690173,0.409173792,203.6282807,1.56237627,7.802650843,1.216149827,0.409173792,5.358269687,3.352378035,-0.18895896,1.592291905,-1.508147717,0.0,12.29912376,0.652205355,0.816692775,44.75,1.838915763,0.054824979,0.003571029,81.614618
18,3.0,0,4.033861316,3.878016083,1.19712,4.082464152,0.360562393,3.773927812,4.434,16.11701059,-0.155187486,3.614291098,4.313285273,-0.345847453,-14.98309653,3.926113844,0.028229043,0.0,-1.234615371,0.90700317,-0.625873437,6.72988,3.454071371,-2.860569218,0.779107161,839.2551463,-1490.23214,0.431646467,25.14849866,0.356081389,195.9886395,1.567497177,7.749217456,1.159855779,0.596140858,5.504357435,3.273613989,-0.208984229,1.598949154,-1.447353538,0.0,14.20017419,0.652205355,0.815584076,51.75,1.864296476,-0.066322812,0.564456666,87.755583
0,12.0,0,0.0,3.854151246,1.33434,4.066772308,0.360562393,3.772007865,4.434,16.11701059,-0.159847654,3.605188797,4.313285273,-0.299223554,-18.75476088,3.926113844,0.011499873,0.0,-1.234615371,0.894088108,-0.625873437,6.22909,3.451864722,-2.929519459,0.779107161,839.2551463,-1490.23214,0.431646467,25.14849866,0.356081389,195.9886395,1.562862209,7.749217456,1.159855779,0.596140858,5.504357435,3.273613989,-0.208984229,1.593960718,-1.447353538,0.0,14.20017419,0.652205355,0.815584076,44.75,1.838955399,-0.066322812,0.564456666,87.755583
0,12.0,0,0.0,3.854505738,1.35903,4.077156059,0.360562393,3.773101149,4.409,16.13928157,-0.160942556,3.608262733,4.348931371,-0.363379956,-13.26154604,4.164838732,0.045772103,0.0,-1.619453334,0.864377408,-0.661033968,6.36819,3.453068749,-2.86686668,0.801690589,895.6388555,-2375.166252,0.433688745,28.80017989,0.371706389,198.9729931,1.562474709,7.951403019,1.229219558,0.601242898,5.559151956,3.944345521,-0.202039785,1.59361751,-1.960687343,0.0,2.414217919,0.630890716,0.830713155,45.5,1.821688304,-0.038743504,0.440627853,87.64579
0,13.0,1,0.0,3.996661066,1.19254,6.879516345,0.5,3.741730924,3.602,11.18911363,0.005378342,3.570177505,2.78103685,0.307313465,-1.971295485,2.791382204,0.595257038,0.606929522,-0.766385331,0.832505518,-0.766385331,6.87708,3.444437544,-1.953096072,0.528484842,228.1425226,2242.204723,0.190140736,17.71255986,0.0,218.8869472,1.424745659,7.514574943,0.853472542,0.606929522,5.341293085,2.586793865,-0.496585997,1.597715332,0.0,2.0,10.23472768,0.468480722,0.287640112,44.0,1.82855995,-0.06814802,0.694631159,79.949032
0,12.0,1,0.0,3.853034566,1.32959,4.066771263,0.866025404,3.771717258,3.919,16.10517627,-0.181561052,3.605106861,4.287103796,-0.317098027,-20.93993449,3.980635019,0.006835001,0.603726692,-1.251144297,0.860116728,-1.125873437,6.82839,3.451373269,-2.906378795,0.771719173,794.3671625,-1659.872846,0.427219128,25.14849866,0.36628547,197.2125008,1.562379548,7.779290109,1.170803503,0.603726692,5.502715279,3.320728641,-0.206025649,1.592325311,-1.475716783,0.0,7.933844344,0.652205355,0.817064645,44.75,1.838932645,-0.072516252,1.254936105,86.79079
18,2.0,0,7.875331259,3.816654964,1.22323,4.015828861,0.0625,3.752629048,4.121,13.95390077,-0.132517592,3.702334121,3.939704587,-0.148701614,-1.082999783,2.461834594,0.794195612,0.0,-0.2719822,1.423602777,0.068159741,7.25358,3.512651936,-2.391463718,0.900935174,569.1816032,1520.637719,0.307245855,16.13501353,0.0,166.9822586,1.736488578,7.461977296,0.90335474,0.0,5.556988453,2.318243019,-0.304937483,1.804727491,0.0,0.0,244.5359576,0.418957858,0.766842657,53.75,1.869139938,0.010484421,-3.061230911,108.007271
0,11.0,0,0.0,3.794851708,1.32375,3.992176517,0.0625,3.747206746,4.121,13.95390077,-0.147241905,3.697251257,3.939704587,-0.051866079,-1.204998657,2.461834594,0.773845767,0.0,-0.2719822,1.371544342,0.068159741,7.25358,3.512137693,-2.630141421,0.900935174,569.1816032,1520.637719,0.307245855,16.13501353,0.0,166.9822586,1.735533877,7.461977296,0.90335474,0.0,5.62081824,2.318243019,-0.304937483,1.803199421,0.0,0.0,244.5359576,0.418957858,0.766842657,47.25,1.843711298,0.010484421,-3.061230911,108.007271
0,10.0,0,0.0,3.776170209,1.12264,3.992112114,0.0,3.513079381,3.032,13.58710509,-0.139719767,3.418579904,2.567283137,0.057423856,-13.9448811,2.782656654,0.0165489,0.0,-0.239005067,1.318780318,0.073488337,6.94068,3.277143334,-10.67195524,0.889698783,640.3391458,660.5368037,0.218883558,14.61373392,0.0,189.2510331,1.476490273,7.553456103,0.965592721,0.0,5.225838005,2.553861982,-0.32287794,1.5846549,0.0,0.0,138.7092437,0.267583143,0.718462317,36.5,1.790365142,0.008220087,-1.267607287,76.736583
0,12.0,2,0.0,3.795727771,1.11602,3.994618297,0.0,3.651521903,3.846,13.92470849,-0.151550221,3.428314024,2.220310681,-0.120113317,-21.86208523,3.045148781,0.003172675,0.0,-0.373524362,1.276268037,-0.028713703,5.2448,3.33525763,-4.206654922,0.911554862,514.9767768,632.3808731,0.156679799,16.94921126,0.743486982,206.7300827,1.517416733,7.706917528,0.953453434,0.743486982,5.229629915,2.750372499,-0.246588292,1.641264183,0.0,3.0,153.1187032,0.354353264,0.756097167,42.25,1.652611344,0.017675464,-3.424435864,78.838204
0,11.0,0,0.0,3.741025933,0.86844,3.941401886,0.142857143,3.411617046,3.296,10.9738048,-0.160151465,3.371664849,1.544987763,0.032053762,-16.33418502,3.029050042,0.003579695,0.332843404,-0.46526644,0.93451528,0.020745727,4.75181,3.051685226,-3.904047152,0.822697301,176.543836,-516.1451921,0.10987191,13.22441154,0.308420139,190.5905466,1.408066145,7.707794848,1.095415879,0.452817699,5.29366069,3.486111111,0.034904927,1.426151247,0.0,2.0,29.80040655,0.290263604,1.073725494,35.0,1.575467048,-0.162760305,-0.699097611,60.188653
0,11.0,0,0.0,3.725906801,0.85862,4.059140074,0.0,3.639678726,3.027,11.02011039,-0.056796167,3.364388553,1.710882805,-0.037395632,-8.189225673,3.080364491,0.048168666,0.318266212,-0.177185689,0.859615483,0.228230225,6.26168,3.008238451,-4.037171609,0.885210403,-105.5382487,-601.6459443,0.145988939,12.76434585,0.276577254,230.580029,1.054634913,7.684521128,1.283153759,0.318266212,5.201841232,2.992631785,0.085138093,1.293410259,0.0,2.0,-15.09540505,0.308992343,0.824029948,33.75,1.566651985,-0.069692856,-1.690638049,55.423895
0,11.0,0,0.0,3.812628357,1.01514,4.012657485,0.77280389,3.648642441,2.973,13.76663773,0.164509073,3.627513636,2.502231212,-0.044154538,-7.715487206,2.933644613,0.103388562,0.360273936,-1.150595951,0.957757216,-0.148967729,3.981,3.248911928,-4.325210829,0.841944909,51.05756262,401.8626378,0.197089757,8.401686825,0.0,211.6645841,1.481443589,7.530092257,1.091196168,0.360273936,5.194915839,2.804139216,-0.654068681,1.672500474,-1.150595951,0.0,81.72749838,0.695949874,0.763905744,39.75,1.69755534,-0.132102968,-2.936224869,69.486239
0,11.0,0,0.0,3.813828952,1.00231,4.012447847,0.77280389,3.76115403,2.972,13.73819858,0.016342089,3.706462958,2.848252119,-0.096329117,-10.5213468,2.948803044,0.045297032,0.408885047,-1.154531136,1.04002468,-0.153319581,3.8401,3.252976195,-4.715112722,0.800453516,45.29469883,17.76789398,0.197089757,5.506834813,0.0,214.1314682,1.372874417,7.543650303,1.121585316,0.408885047,5.124740401,2.884175174,-0.60545757,1.485480303,-1.426902202,0.0,81.72749838,0.557265411,0.741403418,39.75,1.649582838,-0.112585728,-8.583959121,69.486239
21,16.0,1,1.062469358,3.815071767,1.77649,4.04279748,0.0,3.757391981,14.793,15.20609218,-3.295303242,3.651764648,5.847110455,1.558459812,-22.70493247,3.80375727,0.131700337,0.220327542,-1.794698416,0.813569061,-1.417334244,-3.54981,3.634932213,-20.07748082,1.054351306,683.1185421,1914.259635,0.379038116,0.0,0.43974522,167.3946001,1.885703525,7.83621567,0.933424386,0.602296433,6.190539626,3.718224932,-0.388712594,1.895882255,0.0,0.0,-134.7632792,0.472852885,0.938903611,115.75,1.902240458,0.419514101,1.884523306,238.455644
0,26.0,1,0.0,3.796511225,1.83374,3.901919849,0.0,3.756797251,14.793,15.20609218,-3.31416563,3.651611272,5.847110455,1.560213745,-22.5548259,3.80375727,0.133477315,0.220327542,-1.794698416,0.815513586,-1.417334244,-3.54981,3.632681166,-19.98636091,1.054351306,683.1185421,1914.259635,0.379038116,0.0,0.43974522,167.3946001,1.884065971,7.83621567,0.933424386,0.602296433,6.217812353,3.718224932,-0.388712594,1.895652944,0.0,0.0,-134.7632792,0.472852885,0.938903611,109.25,1.901938256,0.419514101,1.884523306,238.455644
0,11.0,0,0.0,3.813828952,1.00231,4.012447847,0.77280389,3.76115403,2.972,13.73819858,0.016342089,3.706462958,2.848252119,-0.096329117,-10.5213468,2.948803044,0.045297032,0.408885047,-1.154531136,1.04002468,-0.153319581,3.8401,3.252976195,-4.715112722,0.800453516,45.29469883,17.76789398,0.197089757,5.506834813,0.0,214.1314682,1.372874417,7.543650303,1.121585316,0.408885047,5.124740401,2.884175174,-0.60545757,1.485480303,-1.426902202,0.0,81.72749838,0.557265411,0.741403418,39.75,1.649582838,-0.112585728,-8.583959121,69.486239
