naAromAtom,nBondsD,nAcid,SaasC,SpMax3_Bhm,ETA_EtaP,SpMax1_Bhm,MDEO-11,SpMax4_Bhm,MLFER_S,maxHBa,ATSC4c,SpMax4_Bhv,VPC-4,ATSC8c,VE3_Dzs,AATS6s,VE1_Dzs,minHsOH,gmin,GATS2c,minwHBa,CrippenLogP,SpMax5_Bhv,VE3_Dzv,GATS6m,ATSC2m,ATSC8m,VC-5,MDEC-33,maxHssNH,AATS6v,SpMin6_Bhm,AATS8e,GATS8m,maxHBd,IC3,AATS7s,hmin,SpMin5_Bhm,SssssC,ndsN,ATSC1m,SCH-6,GATS5m,ETA_Beta,SpMin4_Bhm,AATSC5s,ATSC7p,apol
0,12.0,0,0.0,3.803976018,0.89661,4.023173465,0.25,3.67576539,4.302,13.26350214,0.10857449,3.523854241,2.170302128,0.082093848,-8.227735839,3.045927182,0.064404059,0.0,-0.335036751,0.665464516,-0.335036751,4.76761,3.088945032,-10.13579758,0.807941006,588.4591591,-1787.200456,0.208312405,11.93798219,0.447222437,182.5726175,1.202360434,7.96307218,1.625883387,0.447222437,4.746115365,3.150658814,-0.002130168,1.5533512,0.0,0.0,38.85899538,0.488807644,0.81030224,37.25,1.620486405,-0.054381741,6.089421198,62.466274
0,15.0,0,0.0,3.872357415,0.8636,4.018309334,0.25,3.72516263,4.853,12.70129161,0.136633548,3.67022258,1.916150411,0.267908487,-8.59805706,3.054430727,0.079751454,0.0,-0.363010265,0.663289211,-0.363010265,5.54677,3.441601402,-9.779145913,0.702547647,40.76146135,533.2423287,0.136993912,15.12722548,0.481122363,243.4353569,1.309206934,7.640256897,0.881138224,0.481122363,4.656888516,2.92389252,-0.045818296,1.454291778,0.0,0.0,17.70171421,0.534651353,0.554187584,44.0,1.761890337,-0.010125564,-2.61227566,69.506274
0,16.0,0,0.0,3.781487675,0.81377,4.008028105,0.809435203,3.725115835,4.91,12.69674771,0.143685882,3.670229946,1.882127807,0.261497836,-10.04619579,3.21280052,0.061383762,0.0,-0.44249195,0.709862451,-0.44249195,4.66057,3.446674826,-5.951717254,0.821365835,39.29740767,526.7723545,0.136993912,15.12722548,0.493641793,241.3963707,1.332205967,7.720270824,0.86417358,0.493641793,4.712949308,3.151199092,-0.000631,1.454703524,0.0,0.0,50.11628866,0.534651353,0.733984901,48.5,1.76205476,-0.124295618,-4.958083058,70.030274
0,12.0,0,0.0,3.688608055,0.90066,4.021149235,0.25,3.667626168,4.145,13.25895824,0.150719202,3.527202943,2.144534327,0.053027563,-9.381578315,3.038787544,0.043840696,0.0,-0.340444363,0.684175174,-0.340444363,4.19694,3.092411281,-9.854298549,0.992821344,704.9001217,-807.6322464,0.208312405,11.93798219,0.447393905,179.8578613,1.378051363,7.711843545,1.162406105,0.447393905,4.907336126,3.116854536,-0.001444297,1.560321564,0.0,0.0,69.09511246,0.488807644,0.986081422,37.0,1.639827258,-0.021345534,3.036879443,64.046653
0,15.0,0,0.0,3.882683994,1.00687,6.879516245,0.25,3.729876634,4.762,13.85566076,0.104725139,3.680442199,2.746554721,0.073751619,-5.381334692,3.215827604,0.224290051,0.0,-0.285308152,0.756312291,-0.285308152,7.3208,3.500914652,-7.225715219,0.5767749,642.9249979,-4848.971469,0.263806541,14.11785138,0.0,207.8557772,1.538762104,7.724958234,1.609814046,0.0,4.46498121,3.237073112,-0.047973602,1.61500145,0.0,0.0,52.29951239,0.582545833,0.494868205,45.25,1.793526972,-0.035986984,5.427899586,76.563446
0,12.0,0,0.0,3.983702118,1.03826,6.879516345,0.0,3.738751598,3.312,6.665633506,0.036041297,3.534785243,2.498950901,0.066432566,-11.24583898,2.881087697,0.026577508,0.0,-0.193990864,0.971168992,0.763486513,6.22768,3.237072806,-9.41788151,0.558445518,-90.39618286,1454.267556,0.16003225,17.26143697,0.357040539,232.2435362,1.188205599,7.499778397,1.141044482,0.357040539,4.916290979,2.62495772,-0.414995493,1.306362581,0.0,2.0,-6.557494943,0.492096557,0.255877086,38.25,1.588778219,0.034940543,4.059586572,64.210688
0,16.0,0,0.0,3.757509597,0.79314,3.989934181,1.343943148,3.72133794,2.889,12.46859956,0.234637903,3.662260084,1.780065734,0.264495647,-12.99438445,3.312865497,0.027063989,0.0,-0.876057915,0.57441164,-0.876057915,4.49567,3.437268373,-6.218531045,0.936434914,-46.85358152,414.9213804,0.136993912,15.12722548,0.636645908,239.7240466,1.33781395,7.763461846,0.950433858,0.636645908,4.712949308,3.271392082,0.015258055,1.471447558,0.0,0.0,62.00819235,0.534651353,0.893758099,48.75,1.770735013,-0.088517745,-6.316945498,67.932274
0,10.0,0,0.0,3.755628497,0.91418,4.062798453,0.0,3.394158482,2.613,10.9568729,0.026687223,3.348848364,2.078613765,0.011252718,-3.646115419,2.870819304,0.246017629,0.32309432,-1.219120137,0.900961451,0.256715797,4.17953,2.970132474,-3.619046365,1.020562602,222.2478615,-981.533053,0.216857379,12.18440016,0.254199854,212.3347186,1.296429871,7.375720092,1.309417104,0.32309432,5.102746985,2.787922705,0.070192298,1.364677873,0.0,2.0,109.0383622,0.408114734,0.984924985,31.25,1.566136401,-0.160009698,1.047946671,56.631067
0,11.0,0,0.0,3.727466431,0.85454,4.063902399,0.0,3.604045276,2.989,11.00325299,0.031891576,3.366732866,1.704669252,0.072990289,-7.182393134,3.106153243,0.069938038,0.321626503,-0.184534797,0.862370308,0.224238351,6.26168,3.017620632,-4.041732442,0.843742119,-105.5382487,204.9176317,0.145988939,12.35852439,0.280444027,226.4723272,1.048412555,7.670148894,1.101501627,0.321626503,5.154222185,2.949206349,0.086955271,1.281274587,0.0,2.0,-15.09540505,0.308992343,0.802301352,33.75,1.563831555,-0.07177219,-0.711240399,55.423895
0,11.0,0,0.0,3.760133322,0.92071,4.089857509,0.0,3.502855578,2.96,11.07470144,0.062177706,3.368565937,2.166483938,-0.002862711,-8.052399584,2.993938383,0.056367812,0.305920533,-0.182370874,0.914710318,0.229824613,5.88451,3.017081566,-3.761192177,0.869595803,145.7650574,-570.4523819,0.231468462,14.4618875,0.256577254,228.3745727,1.267873819,7.654191585,1.185446262,0.305920533,5.297300041,2.885964912,0.060831011,1.361804113,0.0,2.0,-6.090787453,0.290263604,1.008399966,34.25,1.571329936,-0.094843133,-0.359774368,58.517481
